gene_id,Gene Name,Reference,Strand,Start,End,B10_S1,B11_S2,B12_S3,D10_S4,D11_S5,D12_S6,H13_S7,H14_S8,H15_S9,L13_S10,L14_S11,L15_S12
FGRAM000v1_000707,-,chr1,+,1945474,1948368,18.663032,19.483275,17.118204,16.714473,17.944516,17.664912,16.292097,18.735373,15.077712,13.929718,15.757552,13.50794
FGRAM000v1_000708,-,chr1,-,1948685,1951329,37.811243,38.139709,31.780695,47.757496,48.295389,46.070542,37.288323,48.024868,37.74266,68.157963,74.084889,67.014957
FGRAM000v1_000709,-,chr1,+,1953321,1958479,42.124926,46.217092,47.789849,53.311766,54.778227,55.360883,43.266913,48.737044,45.966554,54.663039,51.431627,54.996619
FGRAM000v1_000711,-,chr1,-,1959257,1963600,21.423539,25.833562,21.113147,29.037057,33.450547,31.715127,30.709912,32.525631,30.699991,53.731999,50.416229,52.383326
FGRAM000v1_000712,-,chr1,+,1974692,1979135,1.818211,1.734252,1.468498,7.023561,7.077317,6.332033,3.880221,4.653276,4.964725,11.672713,11.633136,10.749987
FGRAM000v1_000713,-,chr1,+,1979477,1980860,2.286893,3.126415,2.918052,4.309227,3.034682,3.409426,6.454269,7.602662,5.017354,5.425217,5.040257,4.700111
FGRAM000v1_000714,-,chr1,+,1982941,1985627,238.013081,254.983037,221.111563,208.855838,177.023265,180.774993,267.32057,285.597487,259.902108,275.419477,247.352439,246.656287
FGRAM000v1_000715,-,chr1,+,1986140,1988575,0.789855,0.976704,1.600566,1.10128,1.847286,1.495431,1.527432,1.143796,0.639365,1.945887,1.599721,2.257545
FGRAM000v1_000716,-,chr1,+,1988931,1990557,30.526892,28.47748,30.891957,56.851229,58.905353,64.272007,36.93698,37.237994,35.508739,35.961183,36.247552,34.005159
FGRAM000v1_000717,-,chr1,+,1990788,1992456,28.525253,27.176871,24.59264,40.569448,36.186012,40.877217,35.124833,36.785804,36.013841,33.532628,38.022554,38.43917
FGRAM000v1_000718,-,chr1,-,1992531,1993433,0.143535,0.440086,0.240271,0.117554,0.0,0.0,0.199053,1.002296,0.0,0.0,0.0,0.201899
FGRAM000v1_000719,-,chr1,+,1995879,1998077,3.182652,2.928584,1.829216,4.031807,2.501625,2.3697,2.932369,2.524177,4.245963,4.904388,5.360744,3.660643
FGRAM000v1_000720,-,chr1,+,2001355,2005673,11.986987,12.611746,9.676298,11.716204,11.747929,13.512326,8.560568,12.487251,9.996974,14.635577,13.949734,13.669693
FGRAM000v1_000721,-,chr1,+,2005870,2006946,16.760115,19.180985,15.06643,31.584078,32.413422,22.99689,12.275673,18.213819,13.890561,20.226151,26.380823,24.241978
FGRAM000v1_000722,-,chr1,-,2005839,2008209,44.336967,45.838475,43.221542,41.821086,43.140418,47.834064,55.833516,50.841786,54.308287,50.214173,46.245711,49.791607
FGRAM000v1_000723,.,chr1,+,2009726,2012371,0.0,0.0,0.0,0.0,0.0,0.317245,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000724,-,chr1,+,2012598,2013698,357.256618,379.042304,340.856501,633.312604,555.855938,553.708469,377.310518,340.550598,342.902764,563.907906,556.703917,620.457225
FGRAM000v1_000725,-,chr1,-,2013740,2017892,23.990638,30.012315,21.175309,32.556265,39.589901,34.636667,27.852743,36.038475,27.336964,45.51136,41.340057,42.218953
FGRAM000v1_000726,-,chr1,+,2020049,2033103,52.698722,61.358927,56.940957,34.931675,34.184497,34.778943,41.292431,46.00265,43.510453,37.412487,38.278012,35.894438
FGRAM000v1_000727,-,chr1,-,2033242,2034823,279.476348,272.51221,279.313329,434.167807,360.446791,372.85903,257.1974,245.759609,225.510685,285.388936,293.001124,297.360799
FGRAM000v1_000728,-,chr1,+,2034983,2036038,12.379128,15.149242,13.860247,18.886397,12.294803,18.208979,18.455265,15.974118,15.238857,23.74785,20.183056,19.158779
FGRAM000v1_000729,-,chr1,-,2034977,2037620,26.652486,29.073803,24.618998,24.12853,31.163671,28.728277,30.2155,34.866967,29.3957,29.613539,26.363018,34.649746
FGRAM000v1_000730,-,chr1,-,2037712,2039986,200.502338,199.204158,189.797999,243.736762,259.555889,231.311572,241.267791,247.582757,248.526372,273.921029,251.571018,249.122435
FGRAM000v1_000731,-,chr1,-,2040152,2041558,53.892751,63.687112,56.91734,61.579099,69.877835,63.153264,75.717879,93.550343,80.534905,57.034785,61.645085,62.476778
FGRAM000v1_000732,-,chr1,-,2041764,2043892,218.59731,234.530521,200.143324,298.104107,307.959593,299.164173,249.079027,268.706692,247.147078,348.412267,342.410877,362.288754
FGRAM000v1_000733,-,chr1,+,2045768,2046670,20.381847,29.07928,23.876981,29.617675,34.088303,33.924889,31.833471,33.454779,32.937561,36.800385,44.790009,39.532669
FGRAM000v1_000734,-,chr1,-,2046592,2049285,93.512263,103.558287,84.844259,114.652634,115.606162,117.591694,90.48295,106.768382,90.485462,93.391101,89.563157,101.603221
FGRAM000v1_000735,-,chr1,-,2049627,2052519,44.430549,53.646958,52.893864,41.767768,42.428824,41.728816,24.434563,23.657767,20.041114,48.010794,48.772707,48.962364
FGRAM000v1_000736,-,chr1,-,2055607,2060332,33.063275,41.682116,24.475587,29.120449,36.334913,30.108721,28.295859,44.686323,27.678397,40.424348,43.69363,42.206063
FGRAM000v1_000737,-,chr1,-,2061107,2063331,216.23123,227.936907,209.123321,143.466607,137.993567,127.137081,188.727723,201.942989,200.354765,121.043066,118.11156,123.183668
FGRAM000v1_000738,-,chr1,+,2063470,2066071,22.954968,27.865571,22.506118,31.621137,37.93724,29.162329,23.722119,30.124751,24.453501,52.28611,48.333425,43.414091
FGRAM000v1_000739,-,chr1,+,2066695,2068602,54.097177,51.636378,64.611825,45.664099,45.376138,46.995898,40.024752,37.030947,45.275427,46.421514,42.931437,46.02053
FGRAM000v1_000740,-,chr1,+,2069029,2076976,9.388288,10.527989,9.163539,15.466907,17.287592,15.847408,9.443829,11.88742,10.792918,23.993872,27.324049,23.338358
FGRAM000v1_000741,-,chr1,+,2077101,2077652,33.63012,28.338278,28.194673,40.029669,34.536417,32.669709,30.0008,36.025147,25.281232,41.184145,41.07794,38.744631
FGRAM000v1_000742,-,chr1,-,2077651,2079509,61.212762,61.050819,52.475169,36.928061,41.80797,37.436432,43.864582,49.5144,47.532157,42.246016,38.954506,36.123186
FGRAM000v1_000743,-,chr1,+,2079993,2080608,252.750391,239.651921,283.742883,86.729211,79.32341,107.288541,154.781508,110.27834,143.687358,90.412995,100.662053,93.333006
FGRAM000v1_000744,-,chr1,-,2080688,2082146,0.103452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.240631,0.0
FGRAM000v1_000745,-,chr1,-,2082360,2086961,15.668239,17.162935,15.250061,24.469151,30.241275,27.839902,16.38559,20.848297,20.855305,38.344377,42.746835,39.409515
FGRAM000v1_000746,-,chr1,+,2090194,2091790,0.408315,1.284067,1.061886,1.633775,0.934855,2.070007,0.564779,1.122552,0.981508,1.860793,3.68323,2.50813
FGRAM000v1_000747,-,chr1,-,2091842,2092620,6.490183,7.828986,7.044386,12.481219,16.867164,12.539131,8.350672,11.18846,12.153457,22.337363,23.589116,18.495387
FGRAM000v1_000748,-,chr1,+,2093145,2094114,67.910862,68.401735,62.130575,74.607424,70.365934,73.295128,61.251175,63.556265,61.980216,67.859531,76.281746,67.169968
FGRAM000v1_000749,-,chr1,+,2095453,2097558,8.315093,7.693723,8.053869,30.003531,26.251831,25.758333,12.207214,11.80774,8.925807,23.119725,22.592444,20.989808
FGRAM000v1_000750,-,chr1,+,2097717,2099002,255.531448,239.550418,239.3895,219.771199,223.439378,210.530417,271.905591,261.626919,252.801689,254.213669,251.190997,250.444503
FGRAM000v1_000751,-,chr1,-,2099513,2103157,5.488291,5.057422,4.543638,7.971355,9.629848,9.536181,7.643837,9.724796,9.378401,18.392895,16.098965,15.493797
FGRAM000v1_000752,-,chr1,-,2109226,2111200,85.341562,95.347148,69.147872,94.650755,98.817962,90.840934,95.766642,102.380618,96.100819,112.279404,107.567279,96.143771
FGRAM000v1_000753,-,chr1,-,2112553,2114644,8.736765,8.999818,8.570688,24.059439,31.329576,26.411233,15.167199,20.922893,13.267458,44.269301,42.462958,44.463346
FGRAM000v1_000754,-,chr1,-,2117188,2119750,7.375475,9.237304,7.718913,20.589155,21.727248,22.602368,10.7155,13.522416,9.969461,26.650779,29.217153,28.607009
FGRAM000v1_000755,-,chr1,+,2120019,2122925,27.12596,30.918746,22.901413,30.294028,28.022329,33.170449,24.222469,26.841838,24.461198,33.830339,34.087389,28.608585
FGRAM000v1_000756,-,chr1,-,2123233,2128088,40.353854,42.949047,38.744929,31.364971,36.435454,37.108532,34.4258,35.408983,33.186863,48.779835,46.147813,41.633479
FGRAM000v1_000757,-,chr1,+,2128459,2129290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000758,-,chr1,+,2136475,2138155,444.596363,459.36978,458.178693,82.486906,81.012861,80.760861,314.396589,320.689568,328.365305,87.651745,75.038082,80.943177
FGRAM000v1_000759,-,chr1,-,2138143,2140079,43.22863,46.090446,39.906091,45.245309,43.59272,47.093988,40.280596,47.623995,42.460256,54.12302,54.864454,50.656773
FGRAM000v1_000760,-,chr1,+,2140324,2143442,7.91632,9.386247,7.757821,4.844449,3.615846,4.168505,7.503328,8.32143,8.060064,4.687734,3.663398,3.570872
FGRAM000v1_000761,-,chr1,-,2143866,2146259,40.899314,47.12439,37.284925,51.509253,54.82416,51.905999,42.079135,48.324965,46.990033,44.736673,44.944464,49.200846
FGRAM000v1_000762,-,chr1,-,2147574,2150847,30.681096,31.84017,22.257044,27.754819,29.11017,27.257652,21.913604,31.180037,26.789635,29.998621,32.559178,35.115291
FGRAM000v1_000763,.,chr1,+,2151122,2151454,0.0,0.54424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000764,-,chr1,+,2153093,2153419,1.46871,2.976975,3.458982,2.626471,3.400508,4.887867,1.053275,0.660174,1.391901,1.395764,0.386333,0.0
FGRAM000v1_000765,-,chr1,+,2155992,2161795,24.044189,25.453856,26.164547,69.966628,81.784166,70.927897,44.047051,52.075349,44.142418,99.892017,94.572979,94.138775
FGRAM000v1_000766,-,chr1,-,2161858,2161931,0.0,0.0,0.0,3.50467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000767,-,chr1,-,2162271,2163483,33.37466,33.367451,29.236668,34.499412,37.018293,36.433993,35.753885,36.440847,38.88979,34.016399,46.167422,37.876503
FGRAM000v1_000768,-,chr1,-,2163645,2164946,269.417134,285.609765,280.339268,458.092673,430.794915,411.347867,353.664802,294.568958,315.289373,484.461281,443.998264,445.351251
FGRAM000v1_000769,-,chr1,+,2165248,2169912,2.781794,2.84372,1.663609,4.231172,4.250187,3.438453,2.048922,2.690233,2.281041,5.450884,6.642381,5.337416
FGRAM000v1_000770,.,chr1,+,2170713,2171894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000771,-,chr1,+,2173042,2174113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000772,-,chr1,-,2174391,2175972,18.569438,24.034328,16.766532,29.263959,28.484717,25.710738,19.335791,22.960517,23.351408,28.805048,29.498657,30.445829
FGRAM000v1_000773,-,chr1,+,2176414,2176993,8.861553,11.381655,3.398013,9.599492,14.548973,12.658908,6.304456,14.676259,7.539459,29.00209,27.470868,28.794215
FGRAM000v1_000774,-,chr1,+,2177279,2177858,33.605022,38.458226,29.581147,60.874034,72.615664,53.067285,29.883464,51.962337,42.176943,68.923692,71.781213,83.04533
FGRAM000v1_000775,-,chr1,+,2179098,2181144,126.276901,125.674088,126.741072,165.19852,164.412655,156.068056,149.011633,164.17297,158.240026,192.459212,172.498738,176.327179
FGRAM000v1_000776,-,chr1,-,2181193,2184441,4.848999,6.356845,4.675993,5.630321,5.955357,5.490492,6.444973,6.927516,6.023093,9.143674,7.68574,7.925915
FGRAM000v1_000777,-,chr1,+,2184792,2186661,40.257141,41.111382,45.741179,52.536539,49.361094,52.041031,46.526399,45.513,46.362709,51.789766,44.326293,43.72178
FGRAM000v1_000778,-,chr1,+,2186951,2187945,0.0,0.362494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000779,-,chr1,-,2188547,2191603,28.550522,32.148438,27.412884,35.068148,40.844331,38.727797,38.584497,43.874361,38.295518,66.648917,58.353738,56.270666
FGRAM000v1_000780,-,chr1,-,2194647,2195710,2387.240685,2054.364768,2716.127855,5400.953638,4869.327278,4378.420842,3403.564314,2749.71321,2618.158592,5598.870297,5321.178678,5013.0084
FGRAM000v1_000781,-,chr1,-,2196184,2198223,12.428299,15.577181,8.990918,14.738824,16.563542,15.661125,13.748347,20.404574,12.638619,19.390914,17.84,16.53279
FGRAM000v1_000782,-,chr1,+,2198796,2199866,6.198271,6.265715,10.629555,5.403948,8.629298,8.622749,9.53509,10.462632,12.763318,9.22805,7.497427,7.998205
FGRAM000v1_000783,-,chr1,+,2200438,2202070,17.114083,22.068942,15.802727,19.385304,25.727227,20.626962,19.236308,18.344058,20.801806,29.124421,30.883034,29.432589
FGRAM000v1_000784,-,chr1,-,2202125,2203739,3.88522,4.172326,3.266716,4.766029,6.407268,5.139149,4.394566,5.740331,5.207248,6.28877,7.843098,6.311644
FGRAM000v1_000785,-,chr1,-,2203876,2206312,88.765233,93.8395,73.443844,66.726606,66.824769,64.727258,70.036587,85.200925,63.766334,63.838454,70.117907,67.696944
FGRAM000v1_000786,-,chr1,-,2206936,2208670,319.636289,310.831535,396.08221,402.828209,300.648721,423.463062,399.607465,286.625512,367.189997,292.919095,282.099987,283.75943
FGRAM000v1_000787,-,chr1,+,2208723,2211548,68.404078,70.082392,71.006219,79.531817,66.806838,75.603217,81.80914,74.004272,75.82,71.874523,71.800712,72.506402
FGRAM000v1_000788,-,chr1,-,2211626,2216000,18.306794,19.773834,19.414856,17.705119,17.856702,17.931638,15.299179,19.861428,14.538061,14.988139,14.642004,15.490466
FGRAM000v1_000789,-,chr1,-,2216577,2219883,9.203021,9.100173,8.972339,9.903421,10.805163,11.659574,7.507892,10.154728,8.246558,12.430041,14.631378,13.177374
FGRAM000v1_000790,-,chr1,+,2219944,2221934,9.269497,11.117328,8.993491,8.055639,11.003277,8.741068,9.922561,12.142445,7.524456,9.737988,11.564525,10.239329
FGRAM000v1_000791,-,chr1,-,2238101,2239255,4.168501,2.895659,3.533107,5.789172,4.201321,4.167171,3.405194,2.250661,3.958206,4.675795,4.69202,3.847569
FGRAM000v1_000792,-,chr1,+,2239407,2241145,10.387522,12.9536,10.445553,12.668526,11.935722,14.775927,14.918275,14.854433,12.69906,14.458675,12.481211,15.159487
FGRAM000v1_000793,-,chr1,-,2240735,2242714,20.909753,24.848045,18.647156,31.522077,35.270547,26.893977,27.994664,28.394933,23.727895,34.056177,32.483159,33.57347
FGRAM000v1_000794,-,chr1,+,2243086,2245050,21.167134,23.028488,23.591354,19.44808,23.604271,22.45394,14.568327,16.889927,11.983804,22.182223,21.349698,22.449565
FGRAM000v1_000795,-,chr1,+,2245380,2247339,9.370187,8.604967,7.936182,7.408963,5.809847,6.766383,7.714447,7.676062,7.203299,6.040608,7.325275,6.371555
FGRAM000v1_000796,-,chr1,-,2247617,2251644,3.648756,3.098384,2.622315,5.199475,6.232031,6.846722,4.72625,4.615978,2.727058,8.901942,8.569645,10.45451
FGRAM000v1_000797,-,chr1,-,2251849,2253508,51.681964,53.561845,40.98009,38.643189,46.304364,49.077956,34.59874,43.452716,42.529971,44.191309,55.415043,43.140977
FGRAM000v1_000798,-,chr1,-,2253855,2255521,6.988612,6.932435,4.473997,3.729489,5.066128,4.089643,3.644752,3.53833,3.465692,3.868499,3.218473,2.751316
FGRAM000v1_000799,-,chr1,-,2256374,2259051,5.47868,5.94201,6.362248,7.029062,6.738452,6.698718,5.461733,6.848959,5.873918,10.640006,8.132923,6.248493
FGRAM000v1_000800,-,chr1,-,2260885,2265988,25.645698,26.192312,25.703517,30.44971,27.868924,34.09536,23.664094,26.042556,24.407566,33.806907,32.99293,32.491297
FGRAM000v1_000801,-,chr1,-,2270170,2272204,31.633204,31.643559,36.647454,33.560878,33.60161,33.708835,33.202703,40.995423,38.599716,37.898601,40.743069,37.780488
FGRAM000v1_000802,-,chr1,+,2272901,2274244,1.813169,2.905245,1.681492,0.951401,0.538209,0.994115,1.200276,2.037367,2.387012,0.0,1.531755,1.736631
FGRAM000v1_000803,-,chr1,-,2280432,2284746,124.76808,136.673409,116.999774,319.336408,342.833498,333.00027,166.761599,206.602672,185.647285,353.738663,339.731143,326.02677
FGRAM000v1_000804,-,chr1,+,2294010,2296524,51.135715,52.647487,41.994206,62.452061,64.461709,63.194959,40.869604,52.361372,44.661611,59.101272,62.005503,60.760444
FGRAM000v1_000805,-,chr1,-,2296735,2298471,60.554814,56.598324,55.065873,63.144895,67.593113,66.897121,50.417047,44.715824,49.988756,39.137718,41.75035,55.050542
FGRAM000v1_000806,-,chr1,+,2298670,2301085,19.896517,19.473703,17.262186,19.621636,27.069883,23.316682,17.29678,26.464195,20.952105,30.215351,32.162943,32.230448
FGRAM000v1_000807,-,chr1,+,2301678,2303999,41.136874,41.299293,34.557247,30.262211,33.000954,29.716375,33.553029,35.845457,30.350394,31.513292,31.75368,29.724489
FGRAM000v1_000808,-,chr1,+,2304863,2305254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000809,-,chr1,-,2305337,2307241,42.737129,40.744782,38.839977,67.730608,63.411137,72.595527,42.55885,47.904107,43.287726,57.11098,53.052844,58.254653
FGRAM000v1_000810,-,chr1,+,2307923,2308967,22.986802,24.558646,11.106945,29.108475,47.360253,31.798561,20.890189,42.136908,22.644823,69.296996,70.579983,58.257968
FGRAM000v1_000811,-,chr1,+,2309059,2310052,71.380294,74.244613,86.334376,132.736277,121.179649,134.412559,118.624236,98.431885,108.943891,139.249887,143.185131,132.393482
FGRAM000v1_000812,-,chr1,-,2310027,2311552,553.130533,578.971056,490.996602,1133.666122,1200.188859,1101.738191,790.271084,953.965985,851.957382,877.797722,987.939071,929.16915
FGRAM000v1_000813,-,chr1,-,2311799,2314769,94.977366,99.600891,88.581764,117.681644,105.526171,112.135012,80.305528,92.800006,89.622354,73.740258,75.7597,66.17339
FGRAM000v1_000814,-,chr1,+,2316109,2320308,5.048206,6.572944,3.947327,3.441547,5.415638,3.345132,3.287112,4.5191,3.773463,6.613296,6.818962,6.98628
FGRAM000v1_000815,-,chr1,+,2320870,2322928,38.273813,45.668877,40.996516,46.864895,46.024047,47.176758,37.700039,49.471302,42.166368,40.00661,48.366494,42.290305
FGRAM000v1_000816,-,chr1,-,2322612,2324895,86.967993,91.297498,88.543261,22.86293,21.047153,21.874624,102.547592,107.694502,111.589919,20.65112,23.848823,21.932543
FGRAM000v1_000817,-,chr1,+,2325138,2327735,22.285764,24.486329,20.007292,10.944545,9.038815,13.226358,23.25057,26.6988,26.165209,14.559379,14.442476,13.211246
FGRAM000v1_000818,-,chr1,+,2330267,2332688,114.298589,117.206706,116.386827,96.454816,91.952876,100.508827,99.112657,102.321185,104.238521,94.498807,90.393188,90.924739
FGRAM000v1_000819,-,chr1,-,2332673,2334594,30.63092,32.28865,27.166673,35.281736,38.327851,33.271084,36.712079,43.762935,38.558524,47.868375,42.366367,48.776905
FGRAM000v1_000820,-,chr1,+,2335001,2337949,4.966791,6.871581,3.667902,7.459389,10.244915,7.651557,3.542714,5.966224,3.711569,11.890515,12.567809,11.100872
FGRAM000v1_000821,-,chr1,-,2337571,2338850,70.687525,57.394811,69.859712,78.276127,53.068406,66.684837,62.746708,54.363203,65.951744,68.579547,66.750939,74.624731
FGRAM000v1_000822,-,chr1,-,2339173,2340971,15.986721,15.515348,12.309418,8.020307,9.331208,8.185817,11.951664,16.954143,13.367656,13.415376,15.240946,14.518861
FGRAM000v1_000823,-,chr1,-,2341197,2342229,11.148889,11.610716,11.129406,8.83958,11.763165,9.676245,11.498206,9.850406,10.881946,12.403845,9.921782,12.772669
FGRAM000v1_000824,-,chr1,+,2342748,2346049,34.322217,40.472579,32.506607,33.102324,31.80614,30.903092,29.032979,38.136198,29.117115,33.716996,34.807961,32.33101
FGRAM000v1_000825,-,chr1,+,2354549,2357454,78.964995,80.592733,65.746212,64.231302,64.96348,65.211948,79.515052,90.90551,91.404703,50.552681,48.927943,48.562278
FGRAM000v1_000826,-,chr1,+,2359544,2363134,10.667464,11.952749,7.729101,15.263315,11.922301,11.286541,12.286785,12.567533,10.955024,13.813349,14.092403,15.434566
FGRAM000v1_000827,-,chr1,-,2363127,2364871,200.107124,194.797183,202.717323,341.713605,310.22697,323.22453,232.274489,213.842473,199.229753,245.270327,230.964335,241.044599
FGRAM000v1_000828,-,chr1,-,2369013,2371554,20.240612,22.271723,19.988778,20.704136,22.4467,18.736352,21.614307,26.285938,21.600506,19.688472,20.790687,19.674999
FGRAM000v1_000829,-,chr1,-,2371862,2373559,24.176004,26.743917,24.126267,36.847009,41.291048,36.424442,23.424124,27.444773,23.475448,39.628906,32.285715,41.977004
FGRAM000v1_000830,-,chr1,+,2374489,2376819,0.433048,0.357561,1.111739,0.839498,1.31924,0.96841,0.819862,0.0,1.194794,0.86356,0.493934,1.043887
FGRAM000v1_000831,-,chr1,+,2377605,2379634,28.860427,30.344194,26.301677,29.505798,27.058204,28.872214,27.61359,29.288644,30.729418,30.940946,28.675593,31.538824
FGRAM000v1_000832,-,chr1,-,2379724,2382508,96.155239,95.329713,78.377182,113.471121,109.095698,121.670424,90.154599,107.031735,94.668702,101.274006,111.398621,103.892157
FGRAM000v1_000833,-,chr1,-,2386256,2389766,27.968055,28.464685,25.23969,66.143426,66.649273,56.078929,56.794874,74.842253,63.767168,63.87505,71.740989,61.543467
FGRAM000v1_000834,-,chr1,+,2392776,2395013,45.286677,45.619412,46.142106,70.477285,81.154913,82.423697,64.318078,63.778672,62.298944,82.918577,86.919372,90.678708
FGRAM000v1_000835,-,chr1,+,2395781,2397083,27.410907,34.311877,26.617271,45.502414,48.109052,46.948007,33.549742,37.005621,31.130237,50.990272,55.149172,55.21948
FGRAM000v1_000836,-,chr1,+,2397706,2399151,135.917388,144.463296,119.888246,104.866396,102.602239,101.39811,113.988006,120.611823,134.357436,102.225118,97.44874,88.22098
FGRAM000v1_000837,-,chr1,+,2399515,2403067,12.62053,14.159805,14.22237,12.250519,11.512062,12.751366,9.275876,11.725806,8.463643,12.790143,13.281548,13.198504
FGRAM000v1_000838,.,chr1,-,2403671,2404204,0.0,0.2846,0.0,0.0,0.0,0.0,0.878789,0.429374,1.139573,0.0,0.0,0.285361
FGRAM000v1_000839,-,chr1,-,2404815,2405803,1.053301,2.468554,1.205885,0.0,0.306029,0.0,6.083117,5.812009,7.384596,0.0,0.543112,0.0
FGRAM000v1_000840,-,chr1,+,2406615,2407687,32.687401,33.919431,41.381867,7.092748,6.154598,6.927006,9.018292,9.74774,7.06857,9.100835,4.040475,4.558171
FGRAM000v1_000841,-,chr1,+,2407938,2409712,24.691027,26.457474,24.422203,22.130503,18.277673,21.332123,22.976711,26.723924,20.51769,26.328298,25.30921,26.779565
FGRAM000v1_000842,-,chr1,+,2412450,2418100,36.112117,34.464259,40.676918,11.326757,11.120747,10.76522,32.301217,31.792895,29.099026,11.308052,11.431029,11.581463
FGRAM000v1_000843,-,chr1,-,2418104,2422357,13.400143,15.935287,11.780121,7.727363,10.353356,9.608548,8.758415,15.65634,12.011768,9.238081,10.849817,8.35499
FGRAM000v1_000844,-,chr1,+,2423857,2426570,17.859126,19.014023,16.481776,18.662702,21.990908,23.592352,27.641288,27.167919,27.979178,41.743213,40.825819,41.654956
FGRAM000v1_000845,-,chr1,-,2426819,2429880,121.917193,129.214439,97.390968,118.818241,141.80175,118.243746,121.312357,171.338249,132.6194,194.940663,198.031072,171.340881
FGRAM000v1_000846,-,chr1,-,2430264,2432639,27.636677,30.308883,32.105428,27.460185,27.135995,30.66931,27.198067,31.932892,27.137159,29.149054,29.080061,30.015005
FGRAM000v1_000847,.,chr1,+,2434081,2434512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000848,.,chr1,+,2434908,2436671,0.0,0.0,0.0,0.119668,0.215985,0.0,0.0,0.117059,0.0,0.0,0.233849,0.541447
FGRAM000v1_000849,-,chr1,-,2436769,2437731,488.31814,504.086122,405.062033,250.914965,290.722692,252.361954,381.970526,394.488005,401.187536,236.715252,242.721323,251.977464
FGRAM000v1_000850,-,chr1,+,2437943,2440119,16.751742,18.466168,14.439319,13.708493,13.021875,11.04099,12.776181,13.246493,13.373352,13.334648,13.320327,14.007974
FGRAM000v1_000851,-,chr1,-,2440104,2441688,19.67533,20.899247,16.30607,23.403984,26.07598,26.584262,20.825168,25.675176,22.174883,30.981389,31.278293,31.626352
FGRAM000v1_000852,-,chr1,+,2442263,2444391,159.448349,165.723008,138.546238,126.375616,119.384696,120.151202,164.792812,170.112373,165.511935,116.516923,109.795387,103.530795
FGRAM000v1_000853,-,chr1,+,2444546,2446042,22.008155,23.330955,25.119296,52.284945,49.006744,50.165821,36.455172,36.557375,32.117332,41.609479,49.492574,43.746543
FGRAM000v1_000854,-,chr1,-,2445979,2449700,14.504934,16.39329,16.227752,22.965789,24.215829,27.83939,20.117523,24.724347,22.324242,28.459423,29.590921,28.071319
FGRAM000v1_000855,-,chr1,+,2449905,2451571,18.463918,21.420695,14.848885,18.933991,24.392603,23.162211,18.695736,27.465294,20.156818,28.190454,27.620714,25.809808
FGRAM000v1_000856,-,chr1,-,2451823,2452324,41.551411,44.186174,38.64527,74.844062,86.139947,67.407753,42.837945,65.478149,53.460475,86.005751,86.305657,98.841249
FGRAM000v1_000857,-,chr1,-,2452868,2454183,29.812983,30.91472,30.159996,55.334494,51.159802,44.928628,44.678146,50.426955,46.762158,67.329999,64.802756,68.695321
FGRAM000v1_000858,-,chr1,+,2454665,2457644,10.617858,14.813984,7.036627,14.281348,13.9304,13.926552,10.209618,10.907266,9.466725,15.648108,17.829436,14.546074
FGRAM000v1_000859,-,chr1,-,2457582,2459462,28.621226,30.064016,25.969145,38.011815,37.0958,32.166601,37.284132,39.417431,33.773308,49.165881,45.857143,45.535781
FGRAM000v1_000860,-,chr1,+,2459774,2461250,155.218569,148.760686,173.172124,227.82838,199.485035,231.148618,183.222074,155.939567,175.932774,204.994376,199.300084,199.251485
FGRAM000v1_000861,-,chr1,+,2461737,2464811,25.262725,27.665909,26.510813,21.553306,21.00526,22.831514,28.073552,29.598595,28.371131,28.596161,27.030739,23.370308
FGRAM000v1_000862,-,chr1,+,2466362,2468493,0.0,0.0,0.0,0.0,0.0,0.286758,0.0,0.35859,0.0,0.393649,0.0,0.0
FGRAM000v1_000863,-,chr1,+,2469455,2471423,12.024814,12.491942,7.548538,12.274377,9.056684,6.553179,3.455154,4.502527,4.280159,12.373825,13.613146,13.214106
FGRAM000v1_000864,-,chr1,+,2471778,2472606,102.732667,73.000016,101.280281,167.109773,176.562045,179.242551,122.548333,141.158862,110.8146,119.205447,136.921483,139.089343
FGRAM000v1_000865,-,chr1,-,2472018,2473288,74.07663,82.584064,73.524262,129.826131,97.908908,108.460273,93.196526,64.997214,85.120056,104.972453,106.75247,118.719179
FGRAM000v1_000866,-,chr1,+,2473419,2475283,18.819383,16.945604,15.844901,23.949203,27.01736,24.562966,16.225636,20.710749,20.710742,29.319763,32.960089,32.516293
