gene_id,FGSG_id,Gene Name,Reference,Strand,Start,End,B10_S1,B11_S2,B12_S3,D10_S4,D11_S5,D12_S6,H13_S7,H14_S8,H15_S9,L13_S10,L14_S11,L15_S12
FGRAM000v1_003862,,-,chr1,+,10985933,10987573,4.892504,5.063629,6.977156,13.187001,12.37461,15.709775,5.581517,4.561207,5.763863,15.312196,14.556014,17.645588
FGRAM000v1_003863,,-,chr1,-,10987498,10990691,2.791698,2.881809,1.444599,5.40534,4.856522,5.043112,1.911484,2.627526,2.447025,3.713765,3.390119,4.002981
FGRAM000v1_003864,,.,chr1,-,10991018,10991619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003865,,-,chr1,-,10994969,10997297,6.506914,9.592983,4.687185,5.875752,10.929647,8.283995,8.952428,15.800669,10.00928,18.738865,19.014774,15.820329
FGRAM000v1_003866,,.,chr1,-,10998595,10999868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003867,FGSG_10496,-,chr1,+,11001751,11002219,412.60664,397.787059,371.652369,464.729447,516.668302,523.947207,513.222113,432.574326,560.521811,604.061174,563.540607,605.917346
FGRAM000v1_003868,,-,chr1,-,11002348,11003330,19.354533,21.569485,30.804618,22.363205,18.751251,23.653533,25.819996,20.534643,25.046928,15.626504,17.51504,20.218889
FGRAM000v1_003869,FGSG_10498,-,chr1,-,11003580,11005931,11.338729,11.616214,9.847096,7.803702,9.110748,8.628407,6.593314,7.365756,8.130902,2.85364,2.474341,2.09294
FGRAM000v1_003870,FGSG_13774,-,chr1,-,11013252,11013738,0.0,0.0,0.0,0.0,0.0,0.565052,0.717814,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003871,FGSG_10499,-,chr1,+,11017366,11020818,18.506256,20.892492,18.218679,31.152917,31.64446,37.151957,20.931033,20.189716,22.360201,31.555471,34.978221,32.280501
FGRAM000v1_003872,,-,chr1,-,11021788,11023044,0.668378,1.059528,1.087318,1.033489,0.509322,1.431316,0.88173,0.766437,1.206509,1.458455,1.597615,1.834551
FGRAM000v1_003873,FGSG_13775,-,chr1,-,11024831,11025585,0.0,0.0,0.0,0.0,0.0,1.002684,0.0,0.495506,0.0,0.562036,0.850846,0.215875
FGRAM000v1_003874,FGSG_10501,.,chr1,+,11025746,11026240,0.0,0.0,0.0,0.209396,0.0,0.0,0.0,0.0,0.036784,0.231207,0.0,0.0
FGRAM000v1_003875,FGSG_10502,-,chr1,-,11026705,11030727,1.474661,1.735695,1.48891,1.44534,1.410574,1.50889,1.475603,1.760164,1.164004,1.500551,1.8047,1.493664
FGRAM000v1_003876,,-,chr1,+,11032017,11032956,105.860007,99.311435,122.560324,99.712425,96.414354,111.321707,112.835215,91.833193,101.3624,90.481305,87.467527,96.896269
FGRAM000v1_003877,,-,chr1,-,11033140,11033766,28.033011,27.598381,26.242696,31.24303,28.315664,31.279671,34.443473,34.813819,39.17014,36.837606,29.645047,36.536842
FGRAM000v1_003878,,-,chr1,-,11034009,11035805,5.685032,7.434792,3.005679,5.960279,7.386669,5.464453,4.062446,9.08086,4.472229,10.335447,11.860095,11.455396
FGRAM000v1_003879,,-,chr1,-,11037057,11038463,0.308442,0.234605,0.432276,0.614884,0.816471,0.763296,0.248733,0.360892,0.873522,1.727376,1.071414,1.260701
FGRAM000v1_003880,,.,chr1,-,11038751,11039882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003881,,-,chr1,-,11040549,11042694,3.345158,4.370385,3.595248,4.032623,4.435523,3.555515,4.058852,4.071546,5.553452,5.056991,3.992753,5.161981
FGRAM000v1_003882,,-,chr1,+,11042879,11044585,1.529084,2.126632,1.993831,1.869155,1.408627,1.379153,2.429694,1.845864,2.555447,1.633317,1.944272,1.398191
FGRAM000v1_003883,,-,chr1,+,11045171,11046241,7.387424,8.478055,8.88903,10.742558,14.158162,12.627337,7.562661,10.867904,9.111837,10.913604,10.695068,10.846184
FGRAM000v1_003884,,.,chr1,-,11046592,11048519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003885,FGSG_10509,-,chr1,+,11050051,11050860,0.0,0.0,0.0,0.086162,0.0,0.0,0.0,0.0,0.0,0.094196,0.0,0.10023
FGRAM000v1_003886,,-,chr1,-,11051024,11052124,37.210331,42.403788,38.319462,58.111496,59.497656,63.724681,53.15153,56.785204,58.653284,64.498653,62.244804,73.512654
FGRAM000v1_003887,,-,chr1,+,11055629,11060417,19.091792,22.492017,22.352624,18.80045,18.012217,21.675793,17.3597,18.494496,20.174633,18.079668,18.54414,19.637683
FGRAM000v1_003888,,-,chr1,-,11060160,11061213,57.746591,60.570555,59.919502,49.9662,49.976093,57.340522,52.872975,50.482324,50.737162,47.838023,40.686285,53.206937
FGRAM000v1_003889,,.,chr1,-,11061388,11061477,0.0,0.0,0.0,0.0,0.0,0.380258,0.0,0.0,0.0,0.0,0.0,1.284773
FGRAM000v1_003890,,-,chr1,+,11062088,11063283,76.30427,74.755394,79.509627,96.187947,92.558716,100.001519,47.61298,40.6188,53.120709,118.142674,117.463189,122.696837
FGRAM000v1_003891,,-,chr1,-,11063155,11065053,4.005745,4.341492,3.069017,5.467275,7.625923,7.117781,4.388781,3.446739,4.465478,8.422737,7.940614,9.767859
FGRAM000v1_003892,,-,chr1,+,11065286,11066550,18.387996,22.922671,19.290795,25.474476,29.101435,29.853682,20.611283,24.173489,23.708275,31.554289,31.803469,36.726523
FGRAM000v1_003893,FGSG_13778,-,chr1,+,11067048,11067672,0.0,0.0,0.342017,0.542207,0.0,0.0,0.0,0.0,0.313315,0.48296,0.0,0.0
FGRAM000v1_003894,,-,chr1,-,11070205,11072465,7.917756,8.3125,6.693389,11.319576,14.583387,10.703378,8.09595,10.068477,9.940722,10.77874,10.668684,9.91357
FGRAM000v1_003895,,-,chr1,-,11073049,11076931,56.350123,67.766093,57.035298,47.900264,47.802075,47.877901,51.828596,61.708998,53.665396,52.933655,53.696902,52.586333
FGRAM000v1_003896,FGSG_10518,.,chr1,-,11089282,11091348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099537
FGRAM000v1_003897,FGSG_10519,.,chr1,-,11092364,11092819,0.0,0.211015,0.282275,0.0,0.158642,0.0,0.0,0.0,0.38599,0.0,0.0,0.0
FGRAM000v1_003898,,-,chr1,-,11093820,11095546,9.20433,11.078534,8.953097,8.184467,8.047186,7.92305,6.858681,7.374111,5.670494,6.645513,7.148776,6.449499
FGRAM000v1_003899,,-,chr1,+,11096117,11097022,1.237538,1.244231,1.024869,1.516251,1.537046,1.650363,0.96741,1.470367,1.113721,3.434662,2.603431,3.101052
FGRAM000v1_003900,,-,chr1,+,11098639,11102495,154.77067,174.697665,159.484387,153.892582,166.047719,157.468296,141.752698,167.130744,164.348733,177.807733,173.583727,167.119671
FGRAM000v1_003901,,-,chr1,-,11102755,11110308,1.566788,2.19009,1.228674,0.74072,0.824028,0.682615,1.089602,1.303555,1.162162,1.32307,1.24454,1.522031
FGRAM000v1_003902,,-,chr1,-,11111657,11116639,43.606948,54.808362,50.202917,54.068617,52.861768,53.623621,38.401232,48.914927,42.569171,48.273016,50.45505,49.407947
FGRAM000v1_003903,,-,chr1,-,11117804,11119151,0.204211,0.554783,0.0,0.0,0.309125,0.0,0.0,0.0,0.697468,0.0,0.0,0.0
FGRAM000v1_003904,,-,chr1,-,11119977,11122460,8.402039,9.411508,9.004024,8.698,7.759321,8.954176,7.177309,6.936073,6.374267,8.273578,9.729778,8.437154
FGRAM000v1_003905,,-,chr1,+,11122611,11123499,19.785446,20.303189,27.304988,36.804305,27.042646,28.893712,29.131165,19.213838,27.615007,24.941741,27.102635,26.423578
FGRAM000v1_003906,,-,chr1,+,11124509,11128288,10.139526,11.353247,9.3875,11.383289,12.35115,12.527835,9.7647,10.693664,10.557738,11.839653,12.913611,13.570399
FGRAM000v1_003907,,-,chr1,-,11128320,11130425,5.582849,6.935656,6.211986,10.128674,10.990834,10.912073,2.719049,1.801536,2.44528,3.498488,3.619913,3.320476
FGRAM000v1_003908,,-,chr1,+,11130965,11141113,22.793951,26.299693,26.847141,20.238201,19.473682,21.723895,17.821176,17.209647,19.397141,18.802637,18.712262,18.301832
FGRAM000v1_003909,,-,chr1,+,11143490,11146174,125.095234,137.397358,100.622578,110.767894,115.03642,115.828629,178.598088,208.732396,180.611924,97.424659,93.522422,101.977245
FGRAM000v1_003910,,-,chr1,-,11146796,11149290,34.729743,33.995996,29.271353,25.595279,25.155655,25.692759,23.080794,27.036188,25.300292,32.603276,34.443176,34.964626
FGRAM000v1_003911,,.,chr1,+,11150559,11150643,0.0,0.0,0.069358,1.382016,0.0,0.095863,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003912,,-,chr1,+,11151083,11153438,1.735119,1.937156,1.863501,1.239362,1.27647,2.200508,1.145358,1.887328,1.852271,1.990059,2.434013,2.299465
FGRAM000v1_003913,,-,chr1,+,11153958,11155325,3.099891,4.210053,3.476356,5.548773,6.700001,6.095804,7.095379,7.550647,6.72599,8.370685,9.405194,7.815224
FGRAM000v1_003914,,-,chr1,-,11155465,11156457,7.219034,8.081047,8.020735,8.636751,11.407888,8.575778,6.958859,10.272132,11.635735,13.961782,11.219222,13.309021
FGRAM000v1_003915,,-,chr1,+,11156759,11158465,3.785983,3.708238,2.357719,7.728673,6.350179,9.318493,3.612489,5.454629,4.409588,8.801906,11.066358,10.136651
FGRAM000v1_003916,,-,chr1,-,11158867,11160211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003917,,-,chr1,+,11160473,11161216,0.989234,0.0,0.0,0.294742,0.0,0.0,0.0,0.0,0.0,0.470419,0.0,0.0
FGRAM000v1_003918,FGSG_10539,.,chr1,-,11161234,11163398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003919,FGSG_10540,-,chr1,+,11164225,11166420,0.064914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003920,,.,chr1,+,11166895,11167826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003921,,.,chr1,-,11168058,11168845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003922,,-,chr1,+,11170130,11174677,0.520784,0.697558,0.697789,0.988467,1.229161,0.784721,0.714917,1.181194,0.863657,2.283474,2.447514,2.013297
FGRAM000v1_003923,FGSG_10542,-,chr1,+,11175226,11175594,36.625901,33.742504,30.425152,9.614184,10.415924,9.000766,46.711897,50.190172,53.261129,7.383425,7.327654,6.860569
FGRAM000v1_003924,FGSG_10543,-,chr1,-,11177296,11177991,34.260339,37.444113,43.066634,59.089109,49.991145,61.611642,26.844546,22.255962,32.008042,13.989233,13.906792,13.467496
FGRAM000v1_003925,,-,chr1,+,11178871,11207936,0.033943,0.059879,0.03196,0.019139,0.024662,0.0,0.0,0.038889,0.0,0.048942,0.030056,0.041266
FGRAM000v1_003926,,-,chr1,-,11208002,11209157,0.0,0.275628,0.0,0.349802,0.0,0.465511,0.309914,0.0,0.0,0.696663,0.0,0.0
FGRAM000v1_003927,FGSG_10546,.,chr1,+,11209523,11210991,0.0,0.107785,0.0,0.0,0.0,0.0,0.088425,0.0,0.107384,0.0,0.0,0.0
FGRAM000v1_003928,,-,chr1,-,11211135,11215766,0.0,0.238043,0.25049,0.196378,0.198695,0.291819,0.34838,0.805832,0.49557,0.474449,0.497292,0.600031
FGRAM000v1_003929,,-,chr1,+,11217070,11224674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003930,,-,chr1,-,11224280,11225774,18.44337,19.337745,22.258636,26.782902,21.808931,23.829601,25.468854,20.355745,26.308447,27.081129,28.298208,25.685108
FGRAM000v1_003931,,-,chr1,+,11229564,11230632,0.922752,1.304281,1.557043,1.698108,1.752019,4.085627,1.231595,1.574143,1.410886,2.338473,1.864387,2.1265
FGRAM000v1_003932,,-,chr1,+,11232343,11234108,1.133606,0.634643,0.797376,0.425297,0.595477,0.330865,0.366314,0.0,0.342924,1.025792,0.707034,0.930746
FGRAM000v1_003933,FGSG_10554,-,chr1,-,11235219,11236730,0.715755,1.393697,0.758128,1.845026,1.664,2.325747,1.198599,0.602192,1.500836,2.193168,1.511841,1.473624
FGRAM000v1_003934,FGSG_10555,-,chr1,-,11237523,11238268,1.017012,1.183969,1.764359,0.0,0.0,0.0,0.0,0.27925,0.0,0.155115,0.0,0.0
FGRAM000v1_003935,,.,chr1,-,11238835,11241135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003936,,.,chr1,+,11242821,11243030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003937,FGSG_10557,.,chr1,+,11246084,11246529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003938,,-,chr1,+,11247821,11249903,0.187826,0.0,0.0,0.562101,0.0,0.331616,0.0,0.0,0.153075,0.504878,0.543025,0.315628
FGRAM000v1_003939,FGSG_10559,.,chr1,-,11250132,11251174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003940,,.,chr1,+,11253562,11254264,0.0,0.0,0.148828,0.301181,0.841928,0.0,0.685022,0.0,0.0,1.861433,2.11185,1.872087
FGRAM000v1_003941,,.,chr1,-,11254393,11259002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003942,FGSG_10562,.,chr1,-,11259906,11260766,0.0,0.06809,0.0,0.329854,0.104185,0.358681,0.33066,0.175521,0.250247,0.979082,0.762196,0.459086
FGRAM000v1_003943,,.,chr1,+,11261677,11262777,0.0,0.074663,0.0,0.0,0.0,0.0,0.093722,0.0,0.099915,0.048606,0.278386,0.125133
FGRAM000v1_003944,,-,chr1,-,11264024,11273065,0.030549,0.007118,0.0,0.031486,0.035603,0.018203,0.0,0.0,0.0,0.005918,0.0,0.0
FGRAM000v1_003945,,.,chr1,+,11273859,11277177,0.0,0.0,0.0,0.0459,0.169736,0.124137,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003946,,.,chr1,+,11279413,11285434,0.0,0.0,0.0,0.0,0.0,0.044071,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003947,,-,chr1,-,11285662,11286471,0.0,0.0,0.0,2.808681,2.101227,2.678939,0.635001,0.0,0.824033,2.215584,2.210651,2.192736
FGRAM000v1_003948,,.,chr1,-,11289518,11290419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003949,FGSG_10569,.,chr1,+,11291298,11292757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003950,,-,chr1,+,11292926,11294820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003951,,-,chr1,-,11295675,11297549,0.0,0.200873,0.0,0.630296,0.417258,0.724119,0.632869,0.65578,0.347533,0.437454,0.590756,1.37008
FGRAM000v1_003952,,-,chr1,+,11298054,11299949,0.0,0.0,0.0,1.158405,1.567388,1.165259,0.746389,0.829616,0.672374,2.437177,1.476271,1.4431
FGRAM000v1_003953,FGSG_10572,.,chr1,-,11300172,11302752,0.0,0.106512,0.0,0.0,0.297078,0.077883,0.0,0.0,0.0,0.236167,0.245238,0.0
FGRAM000v1_003954,FGSG_10573,-,chr1,+,11303938,11308123,0.0,0.0,0.0,0.0,0.0,0.048676,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003955,,-,chr1,-,11308331,11309350,4.018838,3.173693,3.367721,6.109999,5.856781,4.438475,1.741124,1.938676,2.202375,0.27843,0.241733,0.15517
FGRAM000v1_003956,,-,chr1,-,11309765,11310745,0.187304,0.09289,0.0,0.42193,0.64598,0.369626,2.267206,1.205444,1.753217,2.352724,2.442287,1.626761
FGRAM000v1_003957,,.,chr1,+,11312346,11314884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003958,,.,chr1,+,11317894,11321277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003959,,.,chr1,+,11321835,11322212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003960,,.,chr1,+,11322909,11325095,0.0,0.0,0.0,0.0,0.0,0.114093,0.0,0.0,0.0,0.098833,0.0,0.0
FGRAM000v1_003961,,.,chr1,-,11325217,11327531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003962,,.,chr1,+,11327711,11328916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003963,,.,chr1,-,11329352,11331864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003964,,.,chr1,+,11332247,11335125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003965,,.,chr1,+,11335558,11336433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003966,FGSG_10583,-,chr1,+,11337952,11338787,0.0,0.0,0.0,0.662768,0.0,0.295549,0.410439,0.300124,0.452489,0.364736,0.436018,0.0
FGRAM000v1_003967,,-,chr1,+,11339057,11340252,15.130156,14.674813,17.200175,23.234383,27.767318,28.953794,19.710428,17.550623,17.856559,23.606947,27.992055,24.86824
FGRAM000v1_003968,FGSG_10585,-,chr1,+,11341372,11341875,36.762031,35.117604,51.039217,0.309857,0.238266,1.188306,8.300499,4.862036,10.553647,2.321243,2.589116,3.418577
FGRAM000v1_003969,,.,chr1,-,11342301,11342594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003970,,.,chr1,-,11343241,11343942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003971,FGSG_13793,.,chr1,-,11344099,11344824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003972,,-,chr1,-,11345588,11348646,0.634212,0.399091,0.177549,0.306484,0.322341,0.651536,0.423003,0.585874,0.0,0.655185,0.515336,0.782685
FGRAM000v1_003973,,.,chr1,-,11350166,11352505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003974,,.,chr1,+,11352781,11353194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003975,,.,chr1,+,11353431,11354605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003976,,.,chr1,-,11354688,11356790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003977,,.,chr1,-,11356942,11358620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003978,,-,chr1,-,11359368,11360281,0.449283,0.566187,1.621646,2.650067,4.508498,4.100692,0.375422,0.975018,0.537502,4.046791,3.039972,3.452668
FGRAM000v1_003979,FGSG_10593,.,chr1,-,11360574,11361671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003980,,.,chr1,+,11363011,11363648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003981,,.,chr1,-,11363990,11365202,0.0,0.0,0.0,0.239264,0.251106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003982,,-,chr1,+,11367475,11369670,0.298635,0.075737,0.062641,0.196981,0.781388,0.323189,0.50046,0.551917,0.486779,1.223527,1.037127,0.588163
FGRAM000v1_003983,FGSG_10597,-,chr1,-,11369833,11370681,0.071193,0.0,0.0,0.0,0.103101,0.0,0.0,0.0,0.017872,0.054295,0.171572,0.0
FGRAM000v1_003984,FGSG_10598,-,chr1,+,11371729,11372515,49.156624,45.206618,64.270523,11.169391,10.853903,9.690058,30.932918,27.606425,32.48883,18.81873,22.55866,22.807685
FGRAM000v1_003985,,-,chr1,+,11373624,11375334,0.488204,1.178387,0.776411,0.789954,0.354729,0.812458,0.860303,0.832017,0.485088,0.899907,1.046443,0.775494
FGRAM000v1_003986,,-,chr1,+,11376418,11377287,0.169517,0.553738,0.267667,2.45824,1.644718,2.716129,0.669483,0.528932,0.879883,5.707144,5.72666,4.938317
FGRAM000v1_003987,,.,chr1,+,11378410,11382225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03555,0.151083,0.0,0.0
FGRAM000v1_003988,,-,chr1,+,11383083,11384461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003989,FGSG_10603,.,chr1,+,11385238,11386021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003990,,.,chr1,-,11386475,11387038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003991,,.,chr1,-,11388988,11390790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137368,0.0,0.0
FGRAM000v1_003992,FGSG_10605,-,chr1,+,11391265,11392056,0.443599,0.0,0.426644,0.572809,0.521405,0.92682,0.0,0.635204,1.461883,0.388866,1.558382,1.712072
FGRAM000v1_003993,,-,chr1,-,11392906,11394056,0.0,0.0,0.0,0.0,0.0,0.0,0.114359,0.0,0.0,0.0,0.300567,0.99633
FGRAM000v1_003994,FGSG_10607,.,chr1,+,11395816,11396855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_003995,,-,chr1,-,11399015,11400599,5.978412,5.96584,6.052471,19.138166,23.125044,20.907284,10.33385,13.020962,11.050458,201.290789,209.902993,196.932404
FGRAM000v1_003996,,-,chr1,-,11400938,11403064,0.435893,0.328451,0.510704,4.404379,4.211208,4.212279,0.777099,1.149176,0.562738,20.222332,19.52993,21.63612
FGRAM000v1_003997,,-,chr1,-,11404223,11405661,0.0,0.0,0.0,0.321435,0.0,0.0,0.0,0.0,0.0,0.554456,0.592161,0.0
FGRAM000v1_003998,,.,chr1,-,11405993,11407421,0.0,0.0,0.0,0.203176,0.0,0.0,0.0,0.0,0.0,0.328402,0.0,0.275216
FGRAM000v1_003999,,.,chr1,+,11408328,11410037,0.0,0.0,0.0,0.0,0.0,0.319937,0.0,0.0,0.265819,0.145555,0.532156,0.0
FGRAM000v1_004000,,-,chr1,+,11410754,11412156,0.21625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106912
FGRAM000v1_004001,,-,chr1,+,11412431,11413822,0.0,0.0,0.0,0.0,0.213624,0.0,0.0,0.0,0.0,0.281717,0.303808,0.0
FGRAM000v1_004002,,.,chr1,+,11414656,11415481,0.0,0.314119,0.0,0.0,0.0,0.354478,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_004003,,-,chr1,-,11417111,11419963,0.4551,0.844286,0.940806,0.490918,0.416813,0.432798,0.0,0.376219,0.242672,0.23638,0.341977,0.54188
FGRAM000v1_004004,,-,chr1,-,11420847,11425688,0.134079,0.132846,0.107034,0.251485,0.166209,0.28856,0.081982,0.0,0.0,0.23098,0.078843,0.273128
FGRAM000v1_004005,,-,chr1,-,11426233,11428308,355.903638,395.809222,395.077716,164.035131,150.283141,171.585175,367.166919,371.632913,389.017379,140.258645,136.935768,141.325052
FGRAM000v1_004006,,-,chr1,-,11428531,11429541,60.658687,96.886261,28.243876,22.971054,38.31424,23.200739,27.545853,112.543589,34.999769,59.957842,62.682676,48.624111
FGRAM000v1_004007,FGSG_10618,-,chr1,+,11431231,11431795,8.055622,5.774407,6.019292,1.341368,0.715305,0.0,4.481878,6.523282,5.616711,1.03892,0.788423,0.374429
FGRAM000v1_004008,,.,chr1,-,11432140,11434454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082796,0.0,0.0
FGRAM000v1_004009,,.,chr1,+,11437385,11438778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130417,0.0,0.0,0.0,0.0
FGRAM000v1_004010,,-,chr1,+,11439443,11440645,1.53493,2.258141,2.202826,1.14134,2.069805,1.134542,1.476781,0.932116,1.482655,1.554752,1.305444,1.188178
FGRAM000v1_004011,,-,chr1,-,11442091,11442610,0.0,0.889591,0.0,0.0,0.0,0.53394,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_004012,FGSG_10623,-,chr1,-,11443690,11444095,0.884812,2.189619,0.0,4.023201,4.850864,2.17064,2.892224,0.0,2.996748,6.05794,3.525714,4.922686
FGRAM000v1_004013,,-,chr1,+,11445071,11446301,2.959566,3.768368,3.737813,9.236097,9.847407,11.614066,4.405525,5.551749,5.125081,14.717022,11.407975,14.454663
FGRAM000v1_004014,,-,chr1,-,11446400,11446903,0.685556,0.0,0.0,0.0,0.33662,0.0,0.0,0.0,0.0,0.0,0.246102,0.310048
FGRAM000v1_004015,,.,chr1,+,11447786,11448072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384262,0.0
FGRAM000v1_004016,,-,chr1,+,11448370,11449636,5.366023,5.287179,7.706551,11.005383,9.178709,11.274625,7.0911,4.758143,5.686898,11.696899,12.807271,16.222731
FGRAM000v1_004017,,.,chr1,+,11450761,11453783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_004018,,-,chr1,+,11454145,11457004,0.380699,0.45637,0.658135,0.492275,0.333755,0.463472,0.337166,0.37852,0.497582,0.417808,0.347736,0.448209
FGRAM000v1_004019,,.,chr1,-,11457308,11459187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_004020,,.,chr1,+,11460548,11462968,0.0,0.0,0.0,0.0,0.0,0.067651,0.0,0.0,0.0,0.031297,0.058914,0.066391
FGRAM000v1_004021,,.,chr1,+,11463983,11465812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_004022,FGSG_17410,-,chr1,-,11465854,11467696,0.789561,0.985327,0.677659,1.847937,2.084409,3.19726,1.220727,1.691723,1.218996,9.003493,8.764931,7.147148
FGRAM000v1_004023,,-,chr1,+,11469322,11471030,0.0,0.0,0.0,2.794651,2.840531,2.680022,0.0,0.25587,0.291526,2.082952,2.512346,1.870645
FGRAM000v1_004024,,-,chr1,-,11472040,11477509,0.630665,0.737533,0.385964,1.101463,1.104552,0.891975,0.7204,1.472507,1.022007,0.968704,1.421874,1.539137
