gene_id,FGSG_id,product,fgsg_shared_with_other_gene
FGRAM000v1_003022,,cytochrome c oxidase assembly [Fusarium longipes],False
FGRAM000v1_003023,,H+-ATPase G subunit-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003024,,Catenin-beta-like protein [Fusarium flagelliforme],False
FGRAM000v1_003025,,GTP-binding protein guf1 [Fusarium sporotrichioides],False
FGRAM000v1_003026,,Translation factor guf1 mitochondrial [Fusarium irregulare],False
FGRAM000v1_003027,,histidine phosphatase superfamily [Fusarium venenatum],False
FGRAM000v1_003028,,Alpha/Beta hydrolase protein [Fusarium flagelliforme],False
FGRAM000v1_003029,,short chain dehydrogenase reductase family [Fusarium langsethiae],False
FGRAM000v1_003030,,Psi-producing oxygenase A [Fusarium culmorum],False
FGRAM000v1_003031,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003032,FGSG_12176,hypothetical protein FGSG_12176 [Fusarium graminearum PH-1],False
FGRAM000v1_003033,,putative transporter mch4 [Fusarium flagelliforme],False
FGRAM000v1_003034,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003035,,cytochrome P450 [Fusarium venenatum],False
FGRAM000v1_003036,,small secreted [Fusarium longipes],False
FGRAM000v1_003037,,Major Facilitator Super [Fusarium irregulare],False
FGRAM000v1_003038,,fungal-specific transcription factor domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003039,,Sodium transport ATPase 2 [Fusarium culmorum],False
FGRAM000v1_003040,,1-aminocyclopropane-1-carboxylate deaminase [Fusarium culmorum],False
FGRAM000v1_003041,FGSG_02679,hypothetical protein FGSG_02679 [Fusarium graminearum PH-1],False
FGRAM000v1_003042,,hard surface induced protein 3 [Fusarium langsethiae],False
FGRAM000v1_003043,,glycosyltransferase family 32 protein [Fusarium langsethiae],False
FGRAM000v1_003044,,FAD binding domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003045,,crumbs protein like protein 3 [Fusarium sporotrichioides],False
FGRAM000v1_003046,,hypothetical protein FG05_02684 [Fusarium graminearum],False
FGRAM000v1_003047,,small secreted protein [Fusarium flagelliforme],False
FGRAM000v1_003048,,ribonuclease Trv [Fusarium graminearum PH-1],False
FGRAM000v1_003049,,putative xylanase 9 [Fusarium flagelliforme],False
FGRAM000v1_003050,,tRNA-Pro,False
FGRAM000v1_003051,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003052,FGSG_02689,hypothetical protein FGSG_02689 [Fusarium graminearum PH-1],False
FGRAM000v1_003053,,glycoside hydrolase superfamily [Fusarium flagelliforme],False
FGRAM000v1_003054,,taurine catabolism dioxygenase protein [Fusarium langsethiae],False
FGRAM000v1_003055,,Alpha-ketoglutarate-dependent xanthine dioxygenase xan-1 [Fusarium poae],False
FGRAM000v1_003056,,Ff.00g074760.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_003057,,RmlC-like cupin domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003058,,apoptosis-inducing factor 2 [Fusarium sporotrichioides],False
FGRAM000v1_003059,,Bikaverin cluster transcription factor bik5 [Fusarium culmorum],False
FGRAM000v1_003060,,Ff.00g074700.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_003061,,putative transporter C22F8.04 [Fusarium culmorum],False
FGRAM000v1_003062,,Pyruvyl transferase 1 [Fusarium culmorum],False
FGRAM000v1_003063,,GDP-mannose transporter into the lumen of the Golgi [Fusarium poae],False
FGRAM000v1_003064,,Ribosome assembly protein rrb1 [Fusarium culmorum],False
FGRAM000v1_003065,,thioredoxin 1 [Fusarium verticillioides 7600],False
FGRAM000v1_003066,,putative WD repeat-containing protein C3H5.08c [Fusarium culmorum],False
FGRAM000v1_003067,,Translation factor pelota [Fusarium irregulare],False
FGRAM000v1_003068,,NADP-dependent oxidoreductase domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003069,FGSG_02704,hypothetical protein FGSG_02704 [Fusarium graminearum PH-1],False
FGRAM000v1_003070,,cell cycle control protein [Fusarium sporotrichioides],False
FGRAM000v1_003071,,WD40-repeat-containing domain protein [Fusarium flagelliforme],False
FGRAM000v1_003072,,Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [Fusarium flagelliforme],False
FGRAM000v1_003073,FGSG_02708,hypothetical protein FGSG_02708 [Fusarium graminearum PH-1],False
FGRAM000v1_003074,,bactericidal permeability-increasing protein [Fusarium flagelliforme],False
FGRAM000v1_003075,,thioesterase-like superfamily-domain-containing protein [Fusarium venenatum],False
FGRAM000v1_003076,,acyl- thioesterase ii [Fusarium langsethiae],False
FGRAM000v1_003077,,Nitronate monooxygenase [Fusarium culmorum],False
FGRAM000v1_003078,,cytochrome c oxidase polypeptide IV [Fusarium graminearum PH-1],False
FGRAM000v1_003079,FGSG_02713,hypothetical protein FGSG_02713 [Fusarium graminearum PH-1],False
FGRAM000v1_003080,,nucleotide-diphospho-sugar transferase [Fusarium flagelliforme],False
FGRAM000v1_003081,,Metallo-dependent phosphatase-like protein [Fusarium venenatum],False
FGRAM000v1_003082,,YmL10 [Fusarium irregulare],False
FGRAM000v1_003083,,sorting nexin mvp-1 [Fusarium graminearum PH-1],False
FGRAM000v1_003084,,dihydroxy-acid dehydratase [Fusarium graminearum PH-1],False
FGRAM000v1_003085,FGSG_02718,hypothetical protein FGSG_02718 [Fusarium graminearum PH-1],False
FGRAM000v1_003086,,myb-like DNA-binding domain-containing protein [Hirsutella rhossiliensis],False
FGRAM000v1_003087,,concanavalin A-like lectin/glucanase domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003088,,"Lactonase, 7-bladed beta-propeller-domain-containing protein [Fusarium flagelliforme]",False
FGRAM000v1_003089,,alpha-galactosidase a precursor [Fusarium langsethiae],False
FGRAM000v1_003090,,7 transmembrane receptor (rhodopsin family) domain-containing [Fusarium albosuccineum],False
FGRAM000v1_003091,FGSG_12184,hypothetical protein FGSG_12184 [Fusarium graminearum PH-1],False
FGRAM000v1_003092,,DNA repair protein RAD5 [Fusarium graminearum PH-1],False
FGRAM000v1_003093,,"putative ribosomal protein MRP17, mitochondrial [Fusarium fujikuroi]",False
FGRAM000v1_003094,,30s ribosomal protein s6 [Fusarium keratoplasticum],False
FGRAM000v1_003095,,Cullin binding-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003096,,BRCT domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003097,,hypothetical protein FG05_02728 [Fusarium graminearum],False
FGRAM000v1_003098,FGSG_12190,hypothetical protein FGSG_12190 [Fusarium graminearum PH-1],False
FGRAM000v1_003099,,chitin synthase export chaperone [Fusarium flagelliforme],False
FGRAM000v1_003100,,meiotically up-regulated protein 80 protein [Fusarium sporotrichioides],False
FGRAM000v1_003101,,hypothetical protein FG05_30659 [Fusarium graminearum],False
FGRAM000v1_003102,,telomere length regulation protein elg1 [Fusarium langsethiae],False
FGRAM000v1_003103,,hypothetical protein HG531_007616 [Fusarium graminearum],False
FGRAM000v1_003104,FGSG_02734,hypothetical protein FGSG_02734 [Fusarium graminearum PH-1],False
FGRAM000v1_003106,,hypothetical protein HG531_007618 [Fusarium graminearum],False
FGRAM000v1_003107,,small nuclear ribonucleoprotein [Fusarium oxysporum NRRL 32931],False
FGRAM000v1_003108,,P-loop containing nucleoside triphosphate hydrolase protein [Fusarium flagelliforme],False
FGRAM000v1_003109,,sterol regulatory element-binding protein ecm22 [Fusarium sporotrichioides],False
FGRAM000v1_003110,,arrestin containing protein [Fusarium langsethiae],False
FGRAM000v1_003111,FGSG_02739,hypothetical protein FGSG_02739 [Fusarium graminearum PH-1],False
FGRAM000v1_003112,,Ff.00g074180.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_003113,,putative transporter MCH4 [Fusarium culmorum],False
FGRAM000v1_003114,,NUDIX hydrolase domain-like protein [Fusarium flagelliforme],False
FGRAM000v1_003115,,Respiration factor 2 [Fusarium culmorum],False
FGRAM000v1_003116,,PR-1-like protein PR-1L-2 [Fusarium graminearum],False
FGRAM000v1_003117,,small nuclear ribonucleoprotein e [Fusarium sporotrichioides],False
FGRAM000v1_003118,,small nuclear ribonucleoprotein E [Microdochium trichocladiopsis],False
FGRAM000v1_003119,,regulatory protein alcr [Fusarium sporotrichioides],False
FGRAM000v1_003120,,Endothelin-converting enzyme 1 [Fusarium culmorum],False
FGRAM000v1_003121,,Heavy metal tolerance protein [Fusarium culmorum],False
FGRAM000v1_003122,,Heavy metal tolerance protein [Fusarium culmorum],False
FGRAM000v1_003123,,transcription factor atf21 [Fusarium sporotrichioides],False
FGRAM000v1_003124,,inositol oxygenase [Fusarium flagelliforme],False
FGRAM000v1_003125,,ATP-dependent RNA helicase DBP9 [Fusarium graminearum PH-1],False
FGRAM000v1_003126,,NADP-dependent oxidoreductase domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003127,FGSG_02754,hypothetical protein FGSG_02754 [Fusarium graminearum PH-1],False
FGRAM000v1_003128,,autophagy-related protein 3 [Fusarium sporotrichioides],False
FGRAM000v1_003129,,retromer complex subunit Vps35 [Fusarium irregulare],False
FGRAM000v1_003130,,N-acetylated-alpha-linked acidic dipeptidase 2 [Fusarium culmorum],False
FGRAM000v1_003131,,cytochrome b5-like heme/steroid binding domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003132,FGSG_02759,hypothetical protein FGSG_02759 [Fusarium graminearum PH-1],False
FGRAM000v1_003133,,N-glycosidase R617 [Fusarium culmorum],False
FGRAM000v1_003134,,protein translocase subunit [Fusarium irregulare],False
FGRAM000v1_003136,,PPPDE putative peptidase domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003135,,"putative 37S ribosomal protein S18, mitochondrial [Fusarium culmorum]",False
FGRAM000v1_003137,,Obg-like ATPase [Fusarium poae],False
FGRAM000v1_003138,,tRNA-His,False
FGRAM000v1_003139,,sialidase [Fusarium langsethiae],False
FGRAM000v1_003140,,UPF0507 protein [Fusarium culmorum],False
FGRAM000v1_003141,,Penicillin-binding protein 4* [Fusarium oxysporum f. sp. albedinis],False
FGRAM000v1_003142,,general amino acid permease AGP3 [Fusarium graminearum PH-1],False
FGRAM000v1_003143,,Ff.00g073960.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_003144,,Complex III assembly protein translocase and chaperone [Fusarium irregulare],False
FGRAM000v1_003145,,tRNA-Ile,False
FGRAM000v1_003146,,"fructose-bisphosphate aldolase, class II [Fusarium oxysporum f. sp. lycopersici 4287]",False
FGRAM000v1_003147,,Oxysterol-binding protein 4 [Fusarium irregulare],False
FGRAM000v1_003148,,ankyrin repeat-containing domain protein [Fusarium flagelliforme],False
FGRAM000v1_003149,,caffeine-induced death protein 2 [Fusarium flagelliforme],False
FGRAM000v1_003150,,NMDA receptor-regulated protein 1-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003151,,Sphingoid long chain base kinase 5 [Fusarium culmorum],False
FGRAM000v1_003152,,ATP-NAD kinase-like domain-containing protein [Fusarium venenatum],False
FGRAM000v1_003153,,sphingosine kinase [Fusarium longipes],False
FGRAM000v1_003154,,histone-lysine n- h3 lysine-9 specific dim-5 [Fusarium longipes],False
FGRAM000v1_003155,,histone-lysine N-methyltransferase [Fusarium graminearum PH-1],False
FGRAM000v1_003156,,ubiquitin domain-containing protein 2 [Fusarium sporotrichioides],False
FGRAM000v1_003157,,coatomer subunit beta [Fusarium graminearum PH-1],False
FGRAM000v1_003158,,Mago nashi protein [Fusarium flagelliforme],False
FGRAM000v1_003159,,vacuolar import and degradation protein-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003160,,S-adenosyl-L-methionine-dependent methyltransferase [Fusarium flagelliforme],False
FGRAM000v1_003161,,ribonuclease P 40kDa subunit [Fusarium flagelliforme],False
FGRAM000v1_003162,,Ankyrin repeat-containing protein P1E11.10 [Fusarium odoratissimum],False
FGRAM000v1_003163,,RNA ligase-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003164,,UPF0132 domain protein [Fusarium subglutinans],False
FGRAM000v1_003165,,ribosomal 11 precursor mitochondrial [Fusarium mundagurra],False
FGRAM000v1_003166,,26S proteasome regulatory subunit 6A [Fusarium irregulare],False
FGRAM000v1_003167,,Meiotic sister chromatid recombination protein 1 [Fusarium culmorum],False
FGRAM000v1_003168,,Ribosome biogenesis protein erb1 [Fusarium poae],False
FGRAM000v1_003169,,alpha beta-hydrolase [Fusarium langsethiae],False
FGRAM000v1_003170,,DNA-directed RNA polymerase III largest subunit [Fusarium graminearum PH-1],False
FGRAM000v1_003171,,"putative phospholipase C20G8.02, mitochondrial [Fusarium culmorum]",False
FGRAM000v1_003172,,ring finger [Fusarium langsethiae],False
FGRAM000v1_003173,,fimbrin [Fusarium graminearum PH-1],False
FGRAM000v1_003174,,"MBOAT, membrane-bound O-acyltransferase family-domain-containing protein [Fusarium flagelliforme]",False
FGRAM000v1_003175,,related to mRNA splicing factor [Fusarium fujikuroi],False
FGRAM000v1_003176,,mitochondrial carrier domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003177,,ribosomal protein L18e/L15P [Fusarium flagelliforme],False
FGRAM000v1_003178,,"rRNA methyltransferase 2, mitochondrial [Fusarium culmorum]",False
FGRAM000v1_003179,FGSG_09868,hypothetical protein FGSG_09868 [Fusarium graminearum PH-1],False
FGRAM000v1_003180,,oligosaccharyl transferase subunit ost3/OST6 [Fusarium irregulare],False
FGRAM000v1_003181,,WD40-repeat-containing domain protein [Fusarium oxysporum],False
FGRAM000v1_003182,,transcription factor TFIID complex subunit 8 C-term-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003183,,isochorismatase family protein family [Fusarium langsethiae],False
FGRAM000v1_003184,,serine hydroxymethyltransferase [Fusarium graminearum PH-1],False
FGRAM000v1_003185,,probable translation activator GCN1 [Fusarium fujikuroi],False
FGRAM000v1_003186,,eIF-2-alpha kinase activator GCN1 [Fusarium culmorum],False
FGRAM000v1_003187,,ATP-dependent RNA helicase DHX29 [Fusarium culmorum],False
FGRAM000v1_003188,,Splicing factor [Fusarium irregulare],False
FGRAM000v1_003189,FGSG_09877,hypothetical protein FGSG_09877 [Fusarium graminearum PH-1],False
FGRAM000v1_003190,,ribosomal protein L22/L17 [Fusarium flagelliforme],False
FGRAM000v1_003191,,cytochrome c oxidase subunit 7 [Fusarium verticillioides 7600],False
FGRAM000v1_003192,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_003193,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_003194,,HAD-like domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003195,FGSG_13668,hypothetical protein FGSG_13668 [Fusarium graminearum PH-1],False
FGRAM000v1_003196,,L-rhamnose-1-dehydrogenase [Fusarium culmorum],False
FGRAM000v1_003197,,enolase C-terminal domain-like protein [Fusarium flagelliforme],False
FGRAM000v1_003198,,transcription factor [Fusarium langsethiae],False
FGRAM000v1_003200,,glycoside hydrolase superfamily [Fusarium flagelliforme],False
FGRAM000v1_003201,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_003202,,Cruciform DNA binding protein [Fusarium oxysporum],False
FGRAM000v1_003203,,RING-15 protein [Fusarium graminearum],False
FGRAM000v1_003204,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_003205,,hydroxyisourate hydrolase [Fusarium proliferatum],False
FGRAM000v1_003206,,Golgi to ER traffic- protein [Fusarium poae],False
FGRAM000v1_003207,,related to MPE1 Role in mRNA 3` end formation [Fusarium mangiferae],False
FGRAM000v1_003208,,cytosolic nonspecific dipeptidase [Fusarium verticillioides 7600],False
FGRAM000v1_003209,,"yippee zinc-binding/DNA-binding /Mis18, centromere assembly-domain-containing protein [Fusarium flagelliforme]",False
FGRAM000v1_003210,,neutral trehalase [Fusarium graminearum PH-1],False
FGRAM000v1_003211,,isocitrate lyase [Fusarium proliferatum],False
FGRAM000v1_003212,,carbon catabolite derepressing protein kinase [Fusarium graminearum PH-1],False
FGRAM000v1_003213,FGSG_09898,hypothetical protein FGSG_09898 [Fusarium graminearum PH-1],False
FGRAM000v1_003214,,DNA polymerase alpha/epsilon subunit B-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003215,,Fusaric acid resistance protein-like-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003216,,Ff.00g073240.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_003217,,HAD-like domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003218,,FST7 [Fusarium pseudograminearum CS3096],False
FGRAM000v1_003219,,transcription elongation factor SPT6 [Fusarium flagelliforme],False
FGRAM000v1_003220,FGSG_09905,hypothetical protein FGSG_09905 [Fusarium graminearum PH-1],False
FGRAM000v1_003221,,stf2 [Fusarium langsethiae],False
FGRAM000v1_003222,,Pre-mRNA-splicing factor SPF27 [Fusarium solani],False
FGRAM000v1_003223,,cAMP-dependent protein kinase regulatory subunit [Fusarium graminearum PH-1],False
FGRAM000v1_003224,,"transcriptional regulator of RNA polII, SAGA, subunit-domain-containing protein [Fusarium flagelliforme]",False
FGRAM000v1_003225,,Spc98 family-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003226,FGSG_09912,hypothetical protein FGSG_09912 [Fusarium graminearum PH-1],False
FGRAM000v1_003227,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003228,,putative Alkylated DNA repair protein alkB [Fusarium oxysporum f. sp. albedinis],False
FGRAM000v1_003229,,hypothetical protein FPSE_03093 [Fusarium pseudograminearum CS3096],False
FGRAM000v1_003230,,cytochrome p450 [Fusarium flagelliforme],False
FGRAM000v1_003231,,Phospholipase D1 [Fusarium venenatum],False
FGRAM000v1_003232,,ubiquinone biosynthesis protein COQ7-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003233,,RNA polymerase-associated protein rtf1 [Fusarium irregulare],False
FGRAM000v1_003234,,PLC-like phosphodiesterase [Fusarium flagelliforme],False
FGRAM000v1_003235,,transcriptional activator protein acu-15 [Fusarium graminearum PH-1],False
FGRAM000v1_003236,,SET domain-containing protein 8 [Fusarium culmorum],False
FGRAM000v1_003237,,P-loop containing nucleoside triphosphate hydrolase protein [Fusarium flagelliforme],False
FGRAM000v1_003238,,f-box tpr repeat pof3 [Fusarium sporotrichioides],False
FGRAM000v1_003239,,aminotransferase [Fusarium flagelliforme],False
FGRAM000v1_003240,,mitochondrial import receptor subunit tom-70 [Fusarium proliferatum],False
FGRAM000v1_003241,,SYN2 [Fusarium pseudograminearum CS3096],False
FGRAM000v1_003242,,U3 small nucleolar ribonucleoprotein IMP4 [Fusarium graminearum PH-1],False
FGRAM000v1_13371,,regulator-nonsense transcripts 1 [Fusarium verticillioides 7600],False
FGRAM000v1_003243,,glycoside hydrolase [Fusarium flagelliforme],False
FGRAM000v1_003244,,chaperone protein dnaj 2 [Fusarium flagelliforme],False
FGRAM000v1_003245,,outer mitochondrial membrane protein porin [Purpureocillium lilacinum],False
FGRAM000v1_003246,,asparagine synthetase 2 [Fusarium graminearum PH-1],False
FGRAM000v1_003247,,SUMO-conjugating enzyme ubc9 [Fusarium graminearum PH-1],False
FGRAM000v1_003248,,Pex19 protein family-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003249,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_003250,,ABC1 family-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003251,,MRC1-like domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003252,,inositol-3-phosphate synthase isozyme 2 [Fusarium graminearum PH-1],False
FGRAM000v1_003253,,lim protein [Fusarium langsethiae],False
FGRAM000v1_003254,,major facilitator superfamily transporter [Fusarium sporotrichioides],False
FGRAM000v1_003255,,hypothetical protein HG531_008119 [Fusarium graminearum],False
FGRAM000v1_003256,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_003257,,acyl-CoA N-acyltransferase [Fusarium flagelliforme],False
FGRAM000v1_003258,,hypothetical protein FG05_09945 [Fusarium graminearum],False
FGRAM000v1_003259,FGSG_09946,hypothetical protein FGSG_09946 [Fusarium graminearum PH-1],False
FGRAM000v1_003260,,putative phosphosugar isomerase [Fusarium culmorum],False
FGRAM000v1_003261,,glycosyltransferase family 31 [Fusarium sporotrichioides],False
FGRAM000v1_003262,,f-box protein [Fusarium sporotrichioides],False
FGRAM000v1_003263,,Tctex-1 [Fusarium flagelliforme],False
FGRAM000v1_003264,,GTPase regulator Nrf1 [Fusarium irregulare],False
FGRAM000v1_003265,FGSG_09953,hypothetical protein FGSG_09953 [Fusarium graminearum PH-1],False
FGRAM000v1_003266,,ada hat complex component 1 [Fusarium sporotrichioides],False
FGRAM000v1_003267,,cfem domain-containing [Fusarium longipes],False
FGRAM000v1_003268,,WD40-repeat-containing domain protein [Fusarium flagelliforme],False
FGRAM000v1_003269,,glycosyltransferase family 28 C-terminal domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003270,,"37S ribosomal protein S24, mitochondrial [Fusarium irregulare]",False
FGRAM000v1_003271,,P-loop containing nucleoside triphosphate hydrolase protein [Fusarium flagelliforme],False
FGRAM000v1_003272,,Hexadecenal dehydrogenase [Fusarium irregulare],False
FGRAM000v1_003273,,exosome complex component RRP4 [Fusarium tjaetaba],False
FGRAM000v1_003274,,exosome complex [Fusarium longipes],False
FGRAM000v1_003275,,adaptor complexes medium subunit family protein [Fusarium flagelliforme],False
FGRAM000v1_003276,,malonyl CoA-acyl carrier protein-like protein transacylase [Fusarium flagelliforme],False
FGRAM000v1_003277,,longin [Fusarium langsethiae],False
FGRAM000v1_003278,,AFG1-like ATPase-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003279,,Nup133 N terminal like-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003280,,domain found in IF2B/IF5-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003281,,Ff.00g072590.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_003282,,marvel domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003283,,hypothetical protein FG05_09969 [Fusarium graminearum],False
FGRAM000v1_003284,,peptide alpha-n-acetyltransferase [Fusarium langsethiae],False
FGRAM000v1_003285,FGSG_09971,hypothetical protein FGSG_09971 [Fusarium graminearum PH-1],False
FGRAM000v1_003286,,---NA---,False
FGRAM000v1_003287,,protein-tyrosine phosphatase-like protein [Fusarium flagelliforme],False
FGRAM000v1_003288,,60S ribosomal protein L22 [Fusarium falciforme],False
FGRAM000v1_003289,,mitochondrial carrier domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003290,FGSG_09976,hypothetical protein FGSG_09976 [Fusarium graminearum PH-1],False
FGRAM000v1_003291,,Ff.00g070320.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_003292,,TFIIH subunit TTDA/Tfb5 [Fusarium redolens],False
FGRAM000v1_003293,,ClpP/crotonase-like domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003294,,"1,3-beta-glucanosyltransferase gel1 precursor [Fusarium graminearum PH-1]",False
FGRAM000v1_003295,,Oxysterol-binding protein 3 [Fusarium culmorum],False
FGRAM000v1_003296,,UBA domain-containing protein 3 [Fusarium culmorum],False
FGRAM000v1_003297,,ornithine decarboxylase antizyme-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003298,,imidazole glycerol phosphate synthase hisHF [Fusarium graminearum PH-1],False
FGRAM000v1_003299,,transcription factor [Fusarium langsethiae],False
FGRAM000v1_003300,,Vacuolar protein sorting-associated protein 62 [Fusarium irregulare],False
FGRAM000v1_003301,FGSG_13677,hypothetical protein FGSG_13677 [Fusarium graminearum PH-1],False
FGRAM000v1_003302,,guanine nucleotide-binding protein alpha-2 subunit [Fusarium graminearum PH-1],False
FGRAM000v1_003303,,MYG1 protein [Fusarium graminearum PH-1],False
FGRAM000v1_003304,,camp-regulated phosphoprotein/endosulfine conserved region-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003305,,glutamate-cysteine ligase [Fusarium graminearum PH-1],False
FGRAM000v1_003306,,gata zinc finger protein 10 [Fusarium langsethiae],False
FGRAM000v1_003307,,hypothetical protein FVER53590_28357 [Fusarium verticillioides],False
FGRAM000v1_003308,FGSG_13680,hypothetical protein FGSG_13680 [Fusarium graminearum PH-1],False
FGRAM000v1_003309,,tubulin gamma chain [Fusarium subglutinans],False
FGRAM000v1_003310,,tubulin gamma chain [Fusarium graminearum PH-1],False
FGRAM000v1_003311,,Nucleoporin NUP152 [Fusarium venenatum],False
FGRAM000v1_003312,,next to brca1 protein 1 protein [Fusarium langsethiae],False
FGRAM000v1_003313,,---NA---,False
FGRAM000v1_003314,,CASC3/Barentsz eIF4AIII binding-domain-containing protein [Fusarium redolens],False
FGRAM000v1_003315,FGSG_09997,hypothetical protein FGSG_09997 [Fusarium graminearum PH-1],False
FGRAM000v1_003316,,transketolase 1 [Fusarium graminearum PH-1],False
FGRAM000v1_003317,,25S rRNA (uridine(2843)-N(3))-methyltransferase [Fusarium oxysporum f. sp. rapae],False
FGRAM000v1_003318,,SacI homology domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003319,,ribonucleoprotein-associated protein [Fusarium proliferatum],False
FGRAM000v1_003320,,V-type proton ATPase proteolipid subunit [Fusarium verticillioides 7600],False
FGRAM000v1_003321,,C-24(28) sterol reductase [Fusarium irregulare],False
FGRAM000v1_13372,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_003322,,putative pectate lyase [Fusarium graminearum],False
FGRAM000v1_003323,,putative pectate lyase [Fusarium graminearum],False
FGRAM000v1_003324,,choline-phosphate cytidylyltransferase [Fusarium graminearum PH-1],False
FGRAM000v1_003325,,hypothetical protein FGRA07_10167 [Fusarium graminearum],False
FGRAM000v1_003326,,phosphatidylserine decarboxylase [Fusarium irregulare],False
FGRAM000v1_003327,,ste12 interacting [Fusarium sporotrichioides],False
FGRAM000v1_003328,,Ff.00g072080.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_003329,,HMG2-induced ER-remodeling protein 1 [Fusarium culmorum],False
FGRAM000v1_003330,,60S ribosomal protein L5 [Fusarium graminearum PH-1],False
FGRAM000v1_003331,,HAD-like domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003332,,S-adenosyl-L-methionine-dependent methyltransferase [Fusarium flagelliforme],False
FGRAM000v1_003333,,meiotically up-regulated gene 113-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003334,,c6 transcription [Fusarium langsethiae],False
FGRAM000v1_003335,FGSG_10015,hypothetical protein FGSG_10015 [Fusarium graminearum PH-1],False
FGRAM000v1_003336,,Protein BOI2 [Fusarium culmorum],False
FGRAM000v1_003337,,Forkhead box protein J2 [Fusarium austroafricanum],False
FGRAM000v1_003338,,sulfate transporter [Fusarium langsethiae],False
FGRAM000v1_003339,,Plasma membrane ATPase proteolipid [Fusarium oxysporum f. sp. vasinfectum],False
FGRAM000v1_003340,,Alpha/Beta hydrolase protein [Fusarium flagelliforme],False
FGRAM000v1_003341,FGSG_10021,hypothetical protein FGSG_10021 [Fusarium graminearum PH-1],False
FGRAM000v1_003342,,RTA1 like protein-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003343,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_003344,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_003345,,sorbose reductase SOU1 [Fusarium graminearum PH-1],False
FGRAM000v1_003346,,L-xylo-3-hexulose reductase [Fusarium irregulare],False
FGRAM000v1_003347,,ferric reductase NAD binding domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003348,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
