gene_id	GO	aspect	name	namespace
FGSG_02624	GO:0006879	P	nitrogen fixation	BP
FGSG_02624	GO:0044571	P	nitrogen fixation	BP
FGSG_02624	GO:0097428	P	nitrogen fixation	BP
FGSG_02625	GO:0004497	F	beta-carotene 15,15`-dioxygenase	MF
FGSG_02625	GO:0016702	F	beta-carotene 15,15`-dioxygenase	MF
FGSG_02625	GO:0055114	P	beta-carotene 15,15`-dioxygenase	BP
FGSG_02627	GO:0016021	C	hypothetical protein FGSG_02627	CC
FGSG_02628	GO:0005634	C	glucose-fructose oxidoreductase	CC
FGSG_02628	GO:0005737	C	glucose-fructose oxidoreductase	CC
FGSG_02628	GO:0016021	C	glucose-fructose oxidoreductase	CC
FGSG_02628	GO:0016614	F	glucose-fructose oxidoreductase	MF
FGSG_02628	GO:0050660	F	glucose-fructose oxidoreductase	MF
FGSG_02628	GO:0006740	P	glucose-fructose oxidoreductase	BP
FGSG_02629	GO:0016790	F	acyl- thioester hydrolase	MF
FGSG_02629	GO:0006633	P	acyl- thioester hydrolase	BP
FGSG_02630	GO:0005739	C	pseudouridylate synthase	CC
FGSG_02630	GO:0003723	F	pseudouridylate synthase	MF
FGSG_02630	GO:0009982	F	pseudouridylate synthase	MF
FGSG_02630	GO:0031119	P	pseudouridylate synthase	BP
FGSG_02632	GO:0008422	F	beta-glucosidase	MF
FGSG_02632	GO:0102483	F	beta-glucosidase	MF
FGSG_02632	GO:0030245	P	beta-glucosidase	BP
FGSG_12172	GO:0005634	C	6-hydroxy-d-nicotine oxidase	CC
FGSG_12172	GO:0000981	F	6-hydroxy-d-nicotine oxidase	MF
FGSG_12172	GO:0008270	F	6-hydroxy-d-nicotine oxidase	MF
FGSG_12172	GO:0016614	F	6-hydroxy-d-nicotine oxidase	MF
FGSG_12172	GO:0050660	F	6-hydroxy-d-nicotine oxidase	MF
FGSG_12172	GO:0006357	P	6-hydroxy-d-nicotine oxidase	BP
FGSG_12172	GO:0055114	P	6-hydroxy-d-nicotine oxidase	BP
FGSG_12173	GO:0005634	C	6-hydroxy-d-nicotine oxidase	CC
FGSG_12173	GO:0000981	F	6-hydroxy-d-nicotine oxidase	MF
FGSG_12173	GO:0008270	F	6-hydroxy-d-nicotine oxidase	MF
FGSG_12173	GO:0016614	F	6-hydroxy-d-nicotine oxidase	MF
FGSG_12173	GO:0050660	F	6-hydroxy-d-nicotine oxidase	MF
FGSG_12173	GO:0006357	P	6-hydroxy-d-nicotine oxidase	BP
FGSG_12173	GO:0055114	P	6-hydroxy-d-nicotine oxidase	BP
FGSG_02634	GO:0016787	F	related to calcium-independent phospholipase A2	MF
FGSG_02634	GO:0006629	P	related to calcium-independent phospholipase A2	BP
FGSG_02636	GO:0005789	C	oligosaccharidyl-lipid flippase	CC
FGSG_02636	GO:0016021	C	oligosaccharidyl-lipid flippase	CC
FGSG_02636	GO:0005319	F	oligosaccharidyl-lipid flippase	MF
FGSG_02636	GO:0034203	P	oligosaccharidyl-lipid flippase	BP
FGSG_02637	GO:0005730	C	ATP-dependent RNA helicase DBP3	CC
FGSG_02637	GO:0030687	C	ATP-dependent RNA helicase DBP3	CC
FGSG_02637	GO:0003723	F	ATP-dependent RNA helicase DBP3	MF
FGSG_02637	GO:0004004	F	ATP-dependent RNA helicase DBP3	MF
FGSG_02637	GO:0005524	F	ATP-dependent RNA helicase DBP3	MF
FGSG_02637	GO:0000027	P	ATP-dependent RNA helicase DBP3	BP
FGSG_02637	GO:0000464	P	ATP-dependent RNA helicase DBP3	BP
FGSG_02638	GO:0016021	C	hypothetical protein FGSG_02638	CC
FGSG_02639	GO:0000778	C	mitotic spindle assembly checkpoint mad2	CC
FGSG_02639	GO:0000790	C	mitotic spindle assembly checkpoint mad2	CC
FGSG_02639	GO:0005643	C	mitotic spindle assembly checkpoint mad2	CC
FGSG_02639	GO:0033597	C	mitotic spindle assembly checkpoint mad2	CC
FGSG_02639	GO:0034399	C	mitotic spindle assembly checkpoint mad2	CC
FGSG_02639	GO:1990498	C	mitotic spindle assembly checkpoint mad2	CC
FGSG_02639	GO:0010997	F	mitotic spindle assembly checkpoint mad2	MF
FGSG_02639	GO:0007094	P	mitotic spindle assembly checkpoint mad2	BP
FGSG_02639	GO:0044774	P	mitotic spindle assembly checkpoint mad2	BP
FGSG_02639	GO:0051312	P	mitotic spindle assembly checkpoint mad2	BP
FGSG_02639	GO:1990492	P	mitotic spindle assembly checkpoint mad2	BP
FGSG_02640	GO:0005737	C	ubiquitin thiolesterase	CC
FGSG_02640	GO:0004843	F	ubiquitin thiolesterase	MF
FGSG_02640	GO:0008270	F	ubiquitin thiolesterase	MF
FGSG_02640	GO:0016579	P	ubiquitin thiolesterase	BP
FGSG_02640	GO:0043161	P	ubiquitin thiolesterase	BP
FGSG_02640	GO:0045721	P	ubiquitin thiolesterase	BP
FGSG_02641	GO:0016021	C	glucose transporter rco-3	CC
FGSG_02641	GO:0022891	F	glucose transporter rco-3	MF
FGSG_02641	GO:0008643	P	glucose transporter rco-3	BP
FGSG_02641	GO:0055085	P	glucose transporter rco-3	BP
FGSG_02643	GO:0016021	C	hypothetical protein FGSG_02643	CC
FGSG_02645	GO:0005622	C	micromolar calcium activated neutral protease 1 (capn1)	CC
FGSG_02645	GO:0004198	F	micromolar calcium activated neutral protease 1 (capn1)	MF
FGSG_02645	GO:0006508	P	micromolar calcium activated neutral protease 1 (capn1)	BP
FGSG_02646	GO:0000932	C	cellular nucleic acid-binding	CC
FGSG_02646	GO:0010494	C	cellular nucleic acid-binding	CC
FGSG_02646	GO:0003697	F	cellular nucleic acid-binding	MF
FGSG_02646	GO:0003729	F	cellular nucleic acid-binding	MF
FGSG_02646	GO:0008270	F	cellular nucleic acid-binding	MF
FGSG_02646	GO:0045182	F	cellular nucleic acid-binding	MF
FGSG_02646	GO:0045727	P	cellular nucleic acid-binding	BP
FGSG_02649	GO:0005737	C	TRAPP I Bet3	CC
FGSG_02649	GO:0030008	C	TRAPP I Bet3	CC
FGSG_02649	GO:0033106	C	TRAPP I Bet3	CC
FGSG_02649	GO:0017112	F	TRAPP I Bet3	MF
FGSG_02649	GO:0006888	P	TRAPP I Bet3	BP
FGSG_02649	GO:0006891	P	TRAPP I Bet3	BP
FGSG_02649	GO:0043547	P	TRAPP I Bet3	BP
FGSG_02651	GO:0004553	F	endo-1,3(4)-beta-glucanase	MF
FGSG_02651	GO:0005975	P	endo-1,3(4)-beta-glucanase	BP
FGSG_02655	GO:0000324	C	pheromone alpha factor receptor	CC
FGSG_02655	GO:0031520	C	pheromone alpha factor receptor	CC
FGSG_02655	GO:0032153	C	pheromone alpha factor receptor	CC
FGSG_02655	GO:0038038	C	pheromone alpha factor receptor	CC
FGSG_02655	GO:0004934	F	pheromone alpha factor receptor	MF
FGSG_02655	GO:0005550	F	pheromone alpha factor receptor	MF
FGSG_02655	GO:0036320	F	pheromone alpha factor receptor	MF
FGSG_02655	GO:0000750	P	pheromone alpha factor receptor	BP
FGSG_02655	GO:0000755	P	pheromone alpha factor receptor	BP
FGSG_02655	GO:0030031	P	pheromone alpha factor receptor	BP
FGSG_02655	GO:0031139	P	pheromone alpha factor receptor	BP
FGSG_02655	GO:0035624	P	pheromone alpha factor receptor	BP
FGSG_02655	GO:0051260	P	pheromone alpha factor receptor	BP
FGSG_02655	GO:1901099	P	pheromone alpha factor receptor	BP
FGSG_02656	GO:0000813	C	related to component of actin cortical patches LAS17	CC
FGSG_02656	GO:0009898	C	related to component of actin cortical patches LAS17	CC
FGSG_02656	GO:0043130	F	related to component of actin cortical patches LAS17	MF
FGSG_02656	GO:0006464	P	related to component of actin cortical patches LAS17	BP
FGSG_02656	GO:0006612	P	related to component of actin cortical patches LAS17	BP
FGSG_02656	GO:0006623	P	related to component of actin cortical patches LAS17	BP
FGSG_02656	GO:0043162	P	related to component of actin cortical patches LAS17	BP
FGSG_02656	GO:0045324	P	related to component of actin cortical patches LAS17	BP
FGSG_02656	GO:1902915	P	related to component of actin cortical patches LAS17	BP
FGSG_02657	GO:0020037	F	indoleamine 2,3-dioxygenase	MF
FGSG_02657	GO:0051213	F	indoleamine 2,3-dioxygenase	MF
FGSG_02657	GO:0055114	P	indoleamine 2,3-dioxygenase	BP
FGSG_02658	GO:0005576	C	endoglucanase type k	CC
FGSG_02658	GO:0008810	F	endoglucanase type k	MF
FGSG_02658	GO:0030248	F	endoglucanase type k	MF
FGSG_02658	GO:0030245	P	endoglucanase type k	BP
FGSG_02659	GO:0005665	C	dna-directed rna polymerase ii subunit rpb2	CC
FGSG_02659	GO:0005829	C	dna-directed rna polymerase ii subunit rpb2	CC
FGSG_02659	GO:0031618	C	dna-directed rna polymerase ii subunit rpb2	CC
FGSG_02659	GO:0003677	F	dna-directed rna polymerase ii subunit rpb2	MF
FGSG_02659	GO:0003723	F	dna-directed rna polymerase ii subunit rpb2	MF
FGSG_02659	GO:0003899	F	dna-directed rna polymerase ii subunit rpb2	MF
FGSG_02659	GO:0032549	F	dna-directed rna polymerase ii subunit rpb2	MF
FGSG_02659	GO:0001172	P	dna-directed rna polymerase ii subunit rpb2	BP
FGSG_02659	GO:0006366	P	dna-directed rna polymerase ii subunit rpb2	BP
FGSG_02659	GO:0031048	P	dna-directed rna polymerase ii subunit rpb2	BP
FGSG_02661	GO:0000221	C	v-type g subunit	CC
FGSG_02661	GO:0005634	C	v-type g subunit	CC
FGSG_02661	GO:0005829	C	v-type g subunit	CC
FGSG_02661	GO:0016820	F	v-type g subunit	MF
FGSG_02661	GO:0015992	P	v-type g subunit	BP
FGSG_02661	GO:0055085	P	v-type g subunit	BP
FGSG_02664	GO:0005743	C	translation factor mitochondrial	CC
FGSG_02664	GO:0005761	C	translation factor mitochondrial	CC
FGSG_02664	GO:0003746	F	translation factor mitochondrial	MF
FGSG_02664	GO:0003924	F	translation factor mitochondrial	MF
FGSG_02664	GO:0005525	F	translation factor mitochondrial	MF
FGSG_02664	GO:0043022	F	translation factor mitochondrial	MF
FGSG_02664	GO:0006414	P	translation factor mitochondrial	BP
FGSG_02664	GO:0045727	P	translation factor mitochondrial	BP
FGSG_02666	GO:0005576	C	related to acetylxylan esterase precursor	CC
FGSG_02666	GO:0050525	F	related to acetylxylan esterase precursor	MF
FGSG_02666	GO:0008152	P	related to acetylxylan esterase precursor	BP
FGSG_02668	GO:0004601	F	related to linoleate diol synthase	MF
FGSG_02668	GO:0005506	F	related to linoleate diol synthase	MF
FGSG_02668	GO:0016705	F	related to linoleate diol synthase	MF
FGSG_02668	GO:0020037	F	related to linoleate diol synthase	MF
FGSG_02668	GO:0006979	P	related to linoleate diol synthase	BP
FGSG_02668	GO:0055114	P	related to linoleate diol synthase	BP
FGSG_02668	GO:0098869	P	related to linoleate diol synthase	BP
FGSG_02669	GO:0016021	C	transporter mch4	CC
FGSG_02669	GO:0055085	P	transporter mch4	BP
FGSG_02671	GO:0016021	C	hypothetical protein FGSG_02671	CC
FGSG_02671	GO:0055085	P	hypothetical protein FGSG_02671	BP
FGSG_02672	GO:0016021	C	probable cytochrome P450 monooxygenase (lovA)	CC
FGSG_02672	GO:0004497	F	probable cytochrome P450 monooxygenase (lovA)	MF
FGSG_02672	GO:0005506	F	probable cytochrome P450 monooxygenase (lovA)	MF
FGSG_02672	GO:0016705	F	probable cytochrome P450 monooxygenase (lovA)	MF
FGSG_02672	GO:0020037	F	probable cytochrome P450 monooxygenase (lovA)	MF
FGSG_02672	GO:0055114	P	probable cytochrome P450 monooxygenase (lovA)	BP
FGSG_02673	GO:0016021	C	hypothetical protein FGSG_02673	CC
FGSG_02675	GO:0016021	C	major facilitator superfamily transporter	CC
FGSG_02675	GO:0015665	F	major facilitator superfamily transporter	MF
FGSG_02675	GO:0022890	F	major facilitator superfamily transporter	MF
FGSG_02675	GO:0015850	P	major facilitator superfamily transporter	BP
FGSG_02675	GO:0098655	P	major facilitator superfamily transporter	BP
FGSG_02676	GO:0005634	C	acriflavine sensitivity control acr-2	CC
FGSG_02676	GO:0000981	F	acriflavine sensitivity control acr-2	MF
FGSG_02676	GO:0008270	F	acriflavine sensitivity control acr-2	MF
FGSG_02676	GO:0006357	P	acriflavine sensitivity control acr-2	BP
FGSG_02677	GO:0016021	C	potassium sodium efflux p-type fungal-type	CC
FGSG_02677	GO:0005524	F	potassium sodium efflux p-type fungal-type	MF
FGSG_02677	GO:0019829	F	potassium sodium efflux p-type fungal-type	MF
FGSG_02677	GO:0046872	F	potassium sodium efflux p-type fungal-type	MF
FGSG_02677	GO:0098655	P	potassium sodium efflux p-type fungal-type	BP
FGSG_02679	GO:0016021	C	hypothetical protein FGSG_02679	CC
FGSG_02680	GO:0016021	C	related to hard surface induced 3 (sterol glycosyl transferase)	CC
FGSG_02680	GO:0016747	F	related to hard surface induced 3 (sterol glycosyl transferase)	MF
FGSG_02681	GO:0016021	C	glycosyltransferase family 32	CC
FGSG_02681	GO:0016757	F	glycosyltransferase family 32	MF
FGSG_02682	GO:0016627	F	probable 3-ketosteroid-delta-1-dehydrogenase	MF
FGSG_02682	GO:0055114	P	probable 3-ketosteroid-delta-1-dehydrogenase	BP
FGSG_02683	GO:0016021	C	Crumbs like 3	CC
FGSG_02684	GO:0016021	C	hypothetical protein FG05_02684	CC
FGSG_02685	GO:0016021	C	small secreted	CC
FGSG_02686	GO:0003723	F	ribonuclease Trv	MF
FGSG_02686	GO:0033897	F	ribonuclease Trv	MF
FGSG_02686	GO:0090502	P	ribonuclease Trv	BP
FGSG_02687	GO:0004553	F	xylanase 9	MF
FGSG_02687	GO:0045493	P	xylanase 9	BP
FGSG_02688	GO:0016021	C	related to tetracycline resistance s	CC
FGSG_02688	GO:0055085	P	related to tetracycline resistance s	BP
FGSG_02689	GO:0016021	C	hypothetical protein FGSG_02689	CC
FGSG_02690	GO:0016021	C	glycoside hydrolase family 5	CC
FGSG_02690	GO:0004553	F	glycoside hydrolase family 5	MF
FGSG_02690	GO:0005975	P	glycoside hydrolase family 5	BP
FGSG_02691	GO:0051213	F	taurine catabolism dioxygenase	MF
FGSG_02691	GO:0055114	P	taurine catabolism dioxygenase	BP
FGSG_02692	GO:0051213	F	related to dioxygenase	MF
FGSG_02692	GO:0055114	P	related to dioxygenase	BP
FGSG_02694	GO:0016491	F	related to spherulin 1B precursor	MF
FGSG_02694	GO:0045735	F	related to spherulin 1B precursor	MF
FGSG_02694	GO:0055114	P	related to spherulin 1B precursor	BP
FGSG_02695	GO:0016491	F	Apoptosis-inducing factor 2	MF
FGSG_02695	GO:0055114	P	Apoptosis-inducing factor 2	BP
FGSG_02696	GO:0005634	C	hypothetical protein FGSG_02696	CC
FGSG_02696	GO:0000981	F	hypothetical protein FGSG_02696	MF
FGSG_02696	GO:0003677	F	hypothetical protein FGSG_02696	MF
FGSG_02696	GO:0008270	F	hypothetical protein FGSG_02696	MF
FGSG_02696	GO:0006351	P	hypothetical protein FGSG_02696	BP
FGSG_02696	GO:0006357	P	hypothetical protein FGSG_02696	BP
FGSG_12177	GO:0016021	C	LOW QUALITY PROTEIN: hypothetical protein FGSG_12177	CC
FGSG_12178	GO:0016021	C	hypothetical protein FGSG_12178	CC
FGSG_02697	GO:0016021	C	GDP-fucose transporter	CC
FGSG_02698	GO:0016020	C	Pyruvyl transferase 1	CC
FGSG_02698	GO:0016740	F	Pyruvyl transferase 1	MF
FGSG_02699	GO:0016021	C	GDP-mannose transporter	CC
FGSG_02700	GO:0005730	C	ribosome assembly rrb1	CC
FGSG_02700	GO:0005829	C	ribosome assembly rrb1	CC
FGSG_02700	GO:0042254	P	ribosome assembly rrb1	BP
FGSG_12179	GO:0005623	C	thioredoxin 1	CC
FGSG_12179	GO:0015035	F	thioredoxin 1	MF
FGSG_12179	GO:0006662	P	thioredoxin 1	BP
FGSG_12179	GO:0045454	P	thioredoxin 1	BP
FGSG_12179	GO:0055114	P	thioredoxin 1	BP
FGSG_02701	GO:0005634	C	related to WD repeat-containing 44	CC
FGSG_02701	GO:0005789	C	related to WD repeat-containing 44	CC
FGSG_02701	GO:0044732	C	related to WD repeat-containing 44	CC
FGSG_02702	GO:0005634	C	translation factor pelota	CC
FGSG_02702	GO:0005829	C	translation factor pelota	CC
FGSG_02702	GO:0004521	F	translation factor pelota	MF
FGSG_02702	GO:0043022	F	translation factor pelota	MF
FGSG_02702	GO:0046872	F	translation factor pelota	MF
FGSG_02702	GO:0000294	P	translation factor pelota	BP
FGSG_02702	GO:0032790	P	translation factor pelota	BP
FGSG_02702	GO:0070317	P	translation factor pelota	BP
FGSG_02702	GO:0070481	P	translation factor pelota	BP
FGSG_02702	GO:0070651	P	translation factor pelota	BP
FGSG_02702	GO:0070966	P	translation factor pelota	BP
FGSG_02702	GO:0071025	P	translation factor pelota	BP
FGSG_02702	GO:0090502	P	translation factor pelota	BP
FGSG_02703	GO:0005634	C	2,5-diketo-D-gluconate reductase	CC
FGSG_02703	GO:0005737	C	2,5-diketo-D-gluconate reductase	CC
FGSG_02703	GO:0004032	F	2,5-diketo-D-gluconate reductase	MF
FGSG_02703	GO:0019568	P	2,5-diketo-D-gluconate reductase	BP
FGSG_02703	GO:0034599	P	2,5-diketo-D-gluconate reductase	BP
FGSG_02703	GO:0042843	P	2,5-diketo-D-gluconate reductase	BP
FGSG_02703	GO:0055114	P	2,5-diketo-D-gluconate reductase	BP
FGSG_02706	GO:0000974	C	pre-mrna-processing factor 19	CC
FGSG_02706	GO:0005829	C	pre-mrna-processing factor 19	CC
FGSG_02706	GO:0071006	C	pre-mrna-processing factor 19	CC
FGSG_02706	GO:0004842	F	pre-mrna-processing factor 19	MF
FGSG_02706	GO:0000349	P	pre-mrna-processing factor 19	BP
FGSG_02706	GO:0016567	P	pre-mrna-processing factor 19	BP
FGSG_02709	GO:0008289	F	hypothetical protein FGSG_02709	MF
FGSG_02710	GO:0016853	F	thioesterase thiol ester dehydrase-isomerase	MF
FGSG_02710	GO:0047617	F	thioesterase thiol ester dehydrase-isomerase	MF
FGSG_02710	GO:0006637	P	thioesterase thiol ester dehydrase-isomerase	BP
FGSG_12180	GO:0018580	F	related to FMN-dependent 2-nitropropane dioxygenase	MF
FGSG_12180	GO:0051213	F	related to FMN-dependent 2-nitropropane dioxygenase	MF
FGSG_12180	GO:0055114	P	related to FMN-dependent 2-nitropropane dioxygenase	BP
FGSG_12181	GO:0005751	C	probable cytochrome-c oxidase chain IV precursor	CC
FGSG_12181	GO:0004129	F	probable cytochrome-c oxidase chain IV precursor	MF
FGSG_12181	GO:0008270	F	probable cytochrome-c oxidase chain IV precursor	MF
FGSG_12181	GO:0018580	F	probable cytochrome-c oxidase chain IV precursor	MF
FGSG_12181	GO:0006123	P	probable cytochrome-c oxidase chain IV precursor	BP
FGSG_12181	GO:0009060	P	probable cytochrome-c oxidase chain IV precursor	BP
FGSG_12181	GO:1902600	P	probable cytochrome-c oxidase chain IV precursor	BP
FGSG_02714	GO:0016021	C	mannosyltransferase	CC
FGSG_02714	GO:0000030	F	mannosyltransferase	MF
FGSG_02714	GO:0006486	P	mannosyltransferase	BP
FGSG_02714	GO:0097502	P	mannosyltransferase	BP
FGSG_02715	GO:0005730	C	related to Ser Thr phosphatase superfamily	CC
FGSG_02715	GO:0015934	C	related to Ser Thr phosphatase superfamily	CC
FGSG_02715	GO:0003735	F	related to Ser Thr phosphatase superfamily	MF
FGSG_02715	GO:0016787	F	related to Ser Thr phosphatase superfamily	MF
FGSG_02715	GO:0006412	P	related to Ser Thr phosphatase superfamily	BP
FGSG_12182	GO:0005730	C	50s ribosomal l15	CC
FGSG_12182	GO:0005762	C	50s ribosomal l15	CC
FGSG_12182	GO:0003735	F	50s ribosomal l15	MF
FGSG_12182	GO:0016787	F	50s ribosomal l15	MF
FGSG_12182	GO:0035091	F	50s ribosomal l15	MF
FGSG_12182	GO:0032543	P	50s ribosomal l15	BP
FGSG_12183	GO:0005634	C	sorting nexin mvp-1	CC
FGSG_12183	GO:0005737	C	sorting nexin mvp-1	CC
FGSG_12183	GO:0032266	F	sorting nexin mvp-1	MF
FGSG_12183	GO:0006623	P	sorting nexin mvp-1	BP
FGSG_02717	GO:0004160	F	dihydroxy-acid dehydratase	MF
FGSG_02717	GO:0009082	P	dihydroxy-acid dehydratase	BP
FGSG_02719	GO:0003677	F	MYB DNA-binding domain	MF
FGSG_02720	GO:0000144	C	murein transglycosylase	CC
FGSG_02720	GO:0009277	C	murein transglycosylase	CC
FGSG_02720	GO:0004553	F	murein transglycosylase	MF
FGSG_02720	GO:0016757	F	murein transglycosylase	MF
FGSG_02720	GO:0006037	P	murein transglycosylase	BP
FGSG_02720	GO:0031505	P	murein transglycosylase	BP
FGSG_02722	GO:0016020	C	alpha-galactosidase a precursor	CC
FGSG_02722	GO:0005524	F	alpha-galactosidase a precursor	MF
FGSG_02722	GO:0016773	F	alpha-galactosidase a precursor	MF
FGSG_02723	GO:0016021	C	7 transmembrane receptor (rhodopsin family) domain-containing	CC
FGSG_12184	GO:0016021	C	hypothetical protein FGSG_12184	CC
FGSG_12184	GO:0003676	F	hypothetical protein FGSG_12184	MF
FGSG_12184	GO:0005524	F	hypothetical protein FGSG_12184	MF
FGSG_12184	GO:0008270	F	hypothetical protein FGSG_12184	MF
FGSG_12184	GO:0016818	F	hypothetical protein FGSG_12184	MF
FGSG_02724	GO:0000781	C	DNA repair RAD5	CC
FGSG_02724	GO:0000790	C	DNA repair RAD5	CC
FGSG_02724	GO:0005737	C	DNA repair RAD5	CC
FGSG_02724	GO:0016021	C	DNA repair RAD5	CC
FGSG_02724	GO:0000400	F	DNA repair RAD5	MF
FGSG_02724	GO:0000403	F	DNA repair RAD5	MF
FGSG_02724	GO:0005524	F	DNA repair RAD5	MF
FGSG_02724	GO:0008094	F	DNA repair RAD5	MF
FGSG_02724	GO:0008270	F	DNA repair RAD5	MF
FGSG_02724	GO:0009378	F	DNA repair RAD5	MF
FGSG_02724	GO:0000209	P	DNA repair RAD5	BP
FGSG_02724	GO:0006302	P	DNA repair RAD5	BP
FGSG_02724	GO:0010994	P	DNA repair RAD5	BP
FGSG_02724	GO:0032508	P	DNA repair RAD5	BP
FGSG_02724	GO:0042276	P	DNA repair RAD5	BP
FGSG_12186	GO:0005840	C	probable ribosomal mitochondrial	CC
FGSG_12186	GO:0003735	F	probable ribosomal mitochondrial	MF
FGSG_12186	GO:0016740	F	probable ribosomal mitochondrial	MF
FGSG_12186	GO:0019843	F	probable ribosomal mitochondrial	MF
FGSG_12186	GO:0006412	P	probable ribosomal mitochondrial	BP
FGSG_12187	GO:0005763	C	30S ribosomal S6	CC
FGSG_12187	GO:0003735	F	30S ribosomal S6	MF
FGSG_12187	GO:0016740	F	30S ribosomal S6	MF
FGSG_12187	GO:0019843	F	30S ribosomal S6	MF
FGSG_12187	GO:0032543	P	30S ribosomal S6	BP
FGSG_12188	GO:0005634	C	defective in cullin neddylation 1	CC
FGSG_12188	GO:0005829	C	defective in cullin neddylation 1	CC
FGSG_12188	GO:0019788	F	defective in cullin neddylation 1	MF
FGSG_12188	GO:0030674	F	defective in cullin neddylation 1	MF
FGSG_12188	GO:0031624	F	defective in cullin neddylation 1	MF
FGSG_12188	GO:0043130	F	defective in cullin neddylation 1	MF
FGSG_12188	GO:0097602	F	defective in cullin neddylation 1	MF
FGSG_12188	GO:0045116	P	defective in cullin neddylation 1	BP
FGSG_12188	GO:0051443	P	defective in cullin neddylation 1	BP
FGSG_12189	GO:0005634	C	defective in cullin neddylation 1	CC
FGSG_12189	GO:0005829	C	defective in cullin neddylation 1	CC
FGSG_12189	GO:0019788	F	defective in cullin neddylation 1	MF
FGSG_12189	GO:0030674	F	defective in cullin neddylation 1	MF
FGSG_12189	GO:0031624	F	defective in cullin neddylation 1	MF
FGSG_12189	GO:0043130	F	defective in cullin neddylation 1	MF
FGSG_12189	GO:0097602	F	defective in cullin neddylation 1	MF
FGSG_12189	GO:0045116	P	defective in cullin neddylation 1	BP
FGSG_12189	GO:0051443	P	defective in cullin neddylation 1	BP
FGSG_02727	GO:0005829	C	S-M checkpoint control rad4	CC
FGSG_02727	GO:0008622	C	S-M checkpoint control rad4	CC
FGSG_02727	GO:0031261	C	S-M checkpoint control rad4	CC
FGSG_02727	GO:0035861	C	S-M checkpoint control rad4	CC
FGSG_02727	GO:0044732	C	S-M checkpoint control rad4	CC
FGSG_02727	GO:0072686	C	S-M checkpoint control rad4	CC
FGSG_02727	GO:0030295	F	S-M checkpoint control rad4	MF
FGSG_02727	GO:0032947	F	S-M checkpoint control rad4	MF
FGSG_02727	GO:0000727	P	S-M checkpoint control rad4	BP
FGSG_02727	GO:0006270	P	S-M checkpoint control rad4	BP
FGSG_02727	GO:0007095	P	S-M checkpoint control rad4	BP
FGSG_02727	GO:0007533	P	S-M checkpoint control rad4	BP
FGSG_02727	GO:0032147	P	S-M checkpoint control rad4	BP
FGSG_02727	GO:0033314	P	S-M checkpoint control rad4	BP
FGSG_02727	GO:1902977	P	S-M checkpoint control rad4	BP
FGSG_02729	GO:0005789	C	chitin synthase export chaperone	CC
FGSG_02729	GO:0016021	C	chitin synthase export chaperone	CC
FGSG_02729	GO:0051082	F	chitin synthase export chaperone	MF
FGSG_02729	GO:0006457	P	chitin synthase export chaperone	BP
FGSG_02729	GO:0006888	P	chitin synthase export chaperone	BP
FGSG_02729	GO:0015031	P	chitin synthase export chaperone	BP
FGSG_02729	GO:0034221	P	chitin synthase export chaperone	BP
FGSG_02729	GO:0071555	P	chitin synthase export chaperone	BP
FGSG_02730	GO:0019901	F	meiotically up-regulated 80	MF
FGSG_02730	GO:0000079	P	meiotically up-regulated 80	BP
FGSG_02732	GO:0005524	F	telomere length regulation elg1	MF
FGSG_12193	GO:0005688	C	small nuclear ribonucleo	CC
FGSG_12193	GO:0005730	C	small nuclear ribonucleo	CC
FGSG_12193	GO:0005732	C	small nuclear ribonucleo	CC
FGSG_12193	GO:0019013	C	small nuclear ribonucleo	CC
FGSG_12193	GO:0046540	C	small nuclear ribonucleo	CC
FGSG_12193	GO:0000398	P	small nuclear ribonucleo	BP
FGSG_12194	GO:0003924	F	GTP-binding 1	MF
FGSG_12194	GO:0005525	F	GTP-binding 1	MF
FGSG_02737	GO:0005634	C	Sterol regulatory element-binding ECM22	CC
FGSG_02737	GO:0000981	F	Sterol regulatory element-binding ECM22	MF
FGSG_02737	GO:0008270	F	Sterol regulatory element-binding ECM22	MF
FGSG_02737	GO:0006357	P	Sterol regulatory element-binding ECM22	BP
FGSG_02741	GO:0016021	C	related to monocarboxylate transporter 2	CC
FGSG_02741	GO:0055085	P	related to monocarboxylate transporter 2	BP
FGSG_02742	GO:0016787	F	hypothetical protein FG05_02742	MF
FGSG_02743	GO:0005634	C	zinc finger adr1	CC
FGSG_02743	GO:0003677	F	zinc finger adr1	MF
FGSG_02743	GO:0008270	F	zinc finger adr1	MF
FGSG_02743	GO:0006351	P	zinc finger adr1	BP
FGSG_02744	GO:0005576	C	related to the plant PR-1 class of pathogen related s	CC
FGSG_02744	GO:0016021	C	related to the plant PR-1 class of pathogen related s	CC
FGSG_02745	GO:0097525	C	small nuclear ribonucleo e	CC
FGSG_02746	GO:0005682	C	small nuclear ribonucleo e	CC
FGSG_02746	GO:0005685	C	small nuclear ribonucleo e	CC
FGSG_02746	GO:0005686	C	small nuclear ribonucleo e	CC
FGSG_02746	GO:0005829	C	small nuclear ribonucleo e	CC
FGSG_02746	GO:0019013	C	small nuclear ribonucleo e	CC
FGSG_02746	GO:0046540	C	small nuclear ribonucleo e	CC
FGSG_02746	GO:0071004	C	small nuclear ribonucleo e	CC
FGSG_02746	GO:0000398	P	small nuclear ribonucleo e	BP
FGSG_02747	GO:0005634	C	Regulatory alcR	CC
FGSG_02747	GO:0000981	F	Regulatory alcR	MF
