gene_id,chrom,start,end,strand,biotype,product
FGSG_01366,NC_026474.1,4524459,4526075,+,protein_coding,uncharacterized protein
FGSG_11940,NC_026474.1,4526467,4527077,+,protein_coding,uncharacterized protein
FGSG_11941,NC_026474.1,4527553,4530584,+,protein_coding,uncharacterized protein
FGSG_01368,NC_026474.1,4531332,4532553,-,protein_coding,uncharacterized protein
FGSG_11942,NC_026474.1,4533081,4534034,-,protein_coding,uncharacterized protein
FGSG_01369,NC_026474.1,4535675,4537320,+,protein_coding,phosphatase PP2A regulatory subunit B
FGSG_01370,NC_026474.1,4538471,4539971,+,protein_coding,uncharacterized protein
FGSG_01371,NC_026474.1,4541341,4544562,+,protein_coding,uncharacterized protein
FGSG_01372,NC_026474.1,4545593,4549146,+,protein_coding,uncharacterized protein
FGSG_01373,NC_026474.1,4549615,4550660,-,protein_coding,uncharacterized protein
FGSG_01374,NC_026474.1,4551448,4552728,+,protein_coding,uncharacterized protein
FGSG_01375,NC_026474.1,4552857,4553985,+,protein_coding,uncharacterized protein
FGSG_01376,NC_026474.1,4554106,4555861,-,protein_coding,uncharacterized protein
FGSG_01377,NC_026474.1,4556782,4557329,-,protein_coding,uncharacterized protein
FGSG_01378,NC_026474.1,4558667,4561777,+,protein_coding,uncharacterized protein
FGSG_01379,NC_026474.1,4563001,4563721,-,protein_coding,uncharacterized protein
FGSG_01381,NC_026474.1,4566725,4568467,-,protein_coding,uncharacterized protein
FGSG_01382,NC_026474.1,4569338,4571137,+,protein_coding,uncharacterized protein
FGSG_01383,NC_026474.1,4572017,4572640,-,protein_coding,uncharacterized protein
FGSG_01384,NC_026474.1,4573287,4574228,-,protein_coding,uncharacterized protein
FGSG_01385,NC_026474.1,4575865,4576674,+,protein_coding,uncharacterized protein
FGSG_20519,NC_026474.1,4577223,4577294,+,tRNA,tRNA-Thr
FGSG_20520,NC_026474.1,4577377,4577448,+,tRNA,tRNA-Thr
FGSG_01386,NC_026474.1,4577968,4580346,-,protein_coding,nucleolar GTP-binding protein 2
FGSG_01387,NC_026474.1,4580582,4581671,+,protein_coding,uncharacterized protein
FGSG_01388,NC_026474.1,4581895,4585296,-,protein_coding,uncharacterized protein
FGSG_01389,NC_026474.1,4587223,4588527,+,protein_coding,uncharacterized protein
FGSG_01390,NC_026474.1,4589788,4592012,+,protein_coding,uncharacterized protein
FGSG_01391,NC_026474.1,4592276,4594943,+,protein_coding,elongation factor G 1
FGSG_01392,NC_026474.1,4595197,4596332,-,protein_coding,homoisocitrate dehydrogenase
FGSG_01393,NC_026474.1,4599038,4600762,+,protein_coding,uncharacterized protein
FGSG_01394,NC_026474.1,4601063,4601889,-,protein_coding,uncharacterized protein
FGSG_01395,NC_026474.1,4602454,4604246,-,protein_coding,uncharacterized protein
FGSG_01396,NC_026474.1,4604876,4605354,-,protein_coding,uncharacterized protein
FGSG_01397,NC_026474.1,4606885,4608287,+,protein_coding,methionine aminopeptidase 1 precursor
FGSG_01398,NC_026474.1,4608693,4610413,+,protein_coding,uncharacterized protein
FGSG_01399,NC_026474.1,4610645,4612492,+,protein_coding,uncharacterized protein
FGSG_01400,NC_026474.1,4613237,4613929,-,protein_coding,uncharacterized protein
FGSG_01401,NC_026474.1,4615015,4616170,-,protein_coding,uncharacterized protein
FGSG_01402,NC_026474.1,4618790,4619963,+,protein_coding,uncharacterized protein
FGSG_11943,NC_026474.1,4620403,4621213,+,protein_coding,uncharacterized protein
FGSG_01403,NC_026474.1,4620761,4622459,-,protein_coding,uncharacterized protein
FGSG_01404,NC_026474.1,4623984,4625576,-,protein_coding,uncharacterized protein
FGSG_01405,NC_026474.1,4627376,4628762,-,protein_coding,uncharacterized protein
FGSG_01406,NC_026474.1,4629282,4631309,+,protein_coding,uncharacterized protein
FGSG_01407,NC_026474.1,4631465,4633811,-,protein_coding,uncharacterized protein
FGSG_01408,NC_026474.1,4635943,4637671,-,protein_coding,FK506-binding protein
FGSG_11944,NC_026474.1,4639946,4640786,+,protein_coding,uncharacterized protein
FGSG_01409,NC_026474.1,4641262,4642837,-,protein_coding,uncharacterized protein
FGSG_01410,NC_026474.1,4643809,4647571,+,protein_coding,myosin-5
FGSG_01411,NC_026474.1,4647967,4649280,-,protein_coding,palmitoyltransferase PFA4
FGSG_01412,NC_026474.1,4649741,4652866,+,protein_coding,uncharacterized protein
FGSG_11945,NC_026474.1,4658070,4658375,+,protein_coding,uncharacterized protein
FGSG_01413,NC_026474.1,4658566,4659840,+,protein_coding,uncharacterized protein
FGSG_01414,NC_026474.1,4661825,4664410,+,protein_coding,uncharacterized protein
FGSG_01415,NC_026474.1,4664888,4665748,+,protein_coding,uncharacterized protein
FGSG_11946,NC_026474.1,4665754,4667415,-,protein_coding,uncharacterized protein
FGSG_11947,NC_026474.1,4668212,4669601,-,protein_coding,uncharacterized protein
FGSG_01417,NC_026474.1,4670576,4672488,-,protein_coding,O-acetylhomoserine
FGSG_11948,NC_026474.1,4673162,4673560,+,protein_coding,uncharacterized protein
FGSG_01418,NC_026474.1,4673555,4674657,-,protein_coding,uncharacterized protein
FGSG_11949,NC_026474.1,4675527,4675928,+,protein_coding,uncharacterized protein
FGSG_01419,NC_026474.1,4676910,4679835,+,protein_coding,uncharacterized protein
FGSG_01420,NC_026474.1,4680224,4683799,+,protein_coding,uncharacterized protein
FGSG_01421,NC_026474.1,4684318,4685856,-,protein_coding,DNA replication protein YHM2
FGSG_01422,NC_026474.1,4687443,4689376,-,protein_coding,citrate synthase
FGSG_01424,NC_026474.1,4693130,4695680,+,protein_coding,uncharacterized protein
FGSG_11950,NC_026474.1,4701913,4704148,-,protein_coding,uncharacterized protein
FGSG_11951,NC_026474.1,4704458,4704811,-,protein_coding,uncharacterized protein
FGSG_01425,NC_026474.1,4709636,4712816,+,protein_coding,plasma membrane ATPase
FGSG_01426,NC_026474.1,4713098,4714769,+,protein_coding,uncharacterized protein
FGSG_11952,NC_026474.1,4719284,4719856,+,protein_coding,uncharacterized protein
FGSG_11953,NC_026474.1,4720448,4720774,+,protein_coding,uncharacterized protein
FGSG_01428,NC_026474.1,4722084,4724236,-,protein_coding,uncharacterized protein
FGSG_01429,NC_026474.1,4725674,4729229,-,protein_coding,uncharacterized protein
FGSG_01430,NC_026474.1,4729551,4731861,-,protein_coding,uncharacterized protein
FGSG_01431,NC_026474.1,4734190,4737000,-,protein_coding,uncharacterized protein
FGSG_01432,NC_026474.1,4738011,4740974,-,protein_coding,uncharacterized protein
FGSG_20002,NC_026474.1,4742265,4742380,-,rRNA,5S ribosomal RNA
FGSG_01433,NC_026474.1,4742705,4749157,-,protein_coding,glutamate synthase precursor
FGSG_11954,NC_026474.1,4753739,4754213,-,protein_coding,uncharacterized protein
FGSG_01434,NC_026474.1,4755750,4756930,+,protein_coding,uncharacterized protein
FGSG_01435,NC_026474.1,4757099,4758160,-,protein_coding,uncharacterized protein
FGSG_01436,NC_026474.1,4758520,4759307,-,protein_coding,uncharacterized protein
FGSG_01437,NC_026474.1,4760379,4761096,-,protein_coding,uncharacterized protein
FGSG_01438,NC_026474.1,4761298,4762721,-,protein_coding,uncharacterized protein
FGSG_01439,NC_026474.1,4765267,4768377,+,protein_coding,uncharacterized protein
FGSG_01440,NC_026474.1,4770071,4771080,+,protein_coding,uncharacterized protein
FGSG_11955,NC_026474.1,4777984,4780243,+,protein_coding,uncharacterized protein
FGSG_11956,NC_026474.1,4781112,4782551,+,protein_coding,uncharacterized protein
FGSG_01442,NC_026474.1,4783712,4787981,-,protein_coding,uncharacterized protein
FGSG_01443,NC_026474.1,4793638,4794943,-,protein_coding,uncharacterized protein
FGSG_01444,NC_026474.1,4795817,4797175,-,protein_coding,uncharacterized protein
FGSG_01445,NC_026474.1,4803035,4806191,+,protein_coding,uncharacterized protein
FGSG_01446,NC_026474.1,4806668,4808112,-,protein_coding,uncharacterized protein
FGSG_01447,NC_026474.1,4808575,4809710,+,protein_coding,DNA-directed RNA polymerase II 33 kDa polypeptide
FGSG_01448,NC_026474.1,4809887,4810875,-,protein_coding,uncharacterized protein
FGSG_01449,NC_026474.1,4811914,4813432,+,protein_coding,uncharacterized protein
FGSG_01450,NC_026474.1,4816208,4817500,+,protein_coding,uncharacterized protein
FGSG_01451,NC_026474.1,4817543,4819185,-,protein_coding,uncharacterized protein
FGSG_01452,NC_026474.1,4820664,4821701,+,protein_coding,uncharacterized protein
FGSG_01453,NC_026474.1,4822207,4823382,+,protein_coding,uncharacterized protein
FGSG_01454,NC_026474.1,4825663,4827477,+,protein_coding,uncharacterized protein
FGSG_01455,NC_026474.1,4830626,4831041,+,protein_coding,uncharacterized protein
FGSG_11957,NC_026474.1,4831573,4832398,-,protein_coding,uncharacterized protein
FGSG_01457,NC_026474.1,4833991,4837340,+,protein_coding,uncharacterized protein
FGSG_01458,NC_026474.1,4837801,4839241,+,protein_coding,uncharacterized protein
FGSG_01459,NC_026474.1,4840956,4841639,+,protein_coding,uncharacterized protein
FGSG_01460,NC_026474.1,4842450,4842770,+,protein_coding,uncharacterized protein
FGSG_01461,NC_026474.1,4846021,4847926,+,protein_coding,uncharacterized protein
FGSG_01462,NC_026474.1,4848272,4849081,+,protein_coding,uncharacterized protein
FGSG_01463,NC_026474.1,4850119,4852293,-,protein_coding,uncharacterized protein
FGSG_01464,NC_026474.1,4852877,4854246,+,protein_coding,serine/threonine-protein phosphatase PP1-1
FGSG_01465,NC_026474.1,4854705,4855841,+,protein_coding,uncharacterized protein
FGSG_01466,NC_026474.1,4855996,4856647,-,protein_coding,uncharacterized protein
FGSG_01467,NC_026474.1,4857343,4858532,+,protein_coding,uncharacterized protein
FGSG_01468,NC_026474.1,4858650,4859978,-,protein_coding,uncharacterized protein
FGSG_01469,NC_026474.1,4861697,4862736,-,protein_coding,uncharacterized protein
FGSG_01470,NC_026474.1,4863074,4864724,-,protein_coding,zinc-finger protein ZPR1
FGSG_11958,NC_026474.1,4865023,4865577,-,protein_coding,uncharacterized protein
FGSG_11959,NC_026474.1,4865977,4866682,-,protein_coding,uncharacterized protein
FGSG_01472,NC_026474.1,4867020,4869209,+,protein_coding,uncharacterized protein
FGSG_01473,NC_026474.1,4870267,4874461,+,protein_coding,uncharacterized protein
FGSG_01474,NC_026474.1,4878363,4878865,+,protein_coding,uncharacterized protein
FGSG_11960,NC_026474.1,4886385,4886708,-,protein_coding,uncharacterized protein
FGSG_11961,NC_026474.1,4888006,4889985,+,protein_coding,uncharacterized protein
FGSG_01475,NC_026474.1,4890926,4893186,+,protein_coding,cell division protease ftsH
FGSG_01476,NC_026474.1,4894039,4895251,+,protein_coding,uncharacterized protein
FGSG_01477,NC_026474.1,4895476,4896877,-,protein_coding,uncharacterized protein
FGSG_20521,NC_026474.1,4899446,4899527,-,tRNA,tRNA-His
FGSG_01478,NC_026474.1,4900149,4902271,-,protein_coding,uncharacterized protein
FGSG_01479,NC_026474.1,4903300,4903845,-,protein_coding,uncharacterized protein
FGSG_01480,NC_026474.1,4908161,4909519,-,protein_coding,uncharacterized protein
FGSG_20522,NC_026474.1,4909758,4909855,+,tRNA,tRNA-Leu
FGSG_01481,NC_026474.1,4910468,4911814,-,protein_coding,uncharacterized protein
FGSG_01482,NC_026474.1,4913787,4915794,-,protein_coding,uncharacterized protein
FGSG_01483,NC_026474.1,4917408,4920785,+,protein_coding,uncharacterized protein
FGSG_01484,NC_026474.1,4923101,4924889,+,protein_coding,uncharacterized protein
FGSG_01485,NC_026474.1,4925691,4926741,+,protein_coding,uncharacterized protein
FGSG_01486,NC_026474.1,4927121,4928530,-,protein_coding,phospho-2-dehydro-3-deoxyheptonate aldolase
FGSG_01487,NC_026474.1,4929339,4929881,+,protein_coding,uncharacterized protein
FGSG_01488,NC_026474.1,4930121,4933606,-,protein_coding,uncharacterized protein
FGSG_01489,NC_026474.1,4934754,4935132,-,protein_coding,uncharacterized protein
FGSG_01490,NC_026474.1,4936076,4937002,+,protein_coding,uncharacterized protein
FGSG_01491,NC_026474.1,4937248,4938681,-,protein_coding,uncharacterized protein
FGSG_01492,NC_026474.1,4939308,4940017,+,protein_coding,uncharacterized protein
FGSG_01493,NC_026474.1,4940539,4941241,-,protein_coding,uncharacterized protein
FGSG_01494,NC_026474.1,4941836,4942228,-,protein_coding,uncharacterized protein
FGSG_01495,NC_026474.1,4943738,4944586,-,protein_coding,uncharacterized protein
FGSG_01496,NC_026474.1,4945818,4947546,-,protein_coding,uncharacterized protein
FGSG_01497,NC_026474.1,4952558,4957884,-,protein_coding,uncharacterized protein
FGSG_01498,NC_026474.1,4959485,4961472,+,protein_coding,uncharacterized protein
FGSG_01499,NC_026474.1,4961729,4963891,-,protein_coding,uncharacterized protein
FGSG_01500,NC_026474.1,4964017,4964568,+,protein_coding,uncharacterized protein
FGSG_01501,NC_026474.1,4966710,4970365,-,protein_coding,uncharacterized protein
FGSG_01502,NC_026474.1,4972817,4973701,+,protein_coding,uncharacterized protein
FGSG_01503,NC_026474.1,4974193,4975382,-,protein_coding,uncharacterized protein
FGSG_01504,NC_026474.1,4975871,4977003,+,protein_coding,60S ribosomal protein L31
FGSG_01505,NC_026474.1,4976814,4977997,-,protein_coding,ubiquitin-conjugating enzyme E2-20 kDa
FGSG_01506,NC_026474.1,4978406,4980244,+,protein_coding,uncharacterized protein
FGSG_01507,NC_026474.1,4981950,4982637,-,protein_coding,uncharacterized protein
FGSG_01508,NC_026474.1,4984452,4986003,+,protein_coding,uncharacterized protein
FGSG_01509,NC_026474.1,4986402,4987715,+,protein_coding,40S ribosomal protein S2
FGSG_01510,NC_026474.1,4988238,4993617,-,protein_coding,uncharacterized protein
FGSG_01511,NC_026474.1,4994603,4996183,+,protein_coding,uncharacterized protein
FGSG_01512,NC_026474.1,4996932,4997484,+,protein_coding,uncharacterized protein
FGSG_01513,NC_026474.1,4997797,4998432,-,protein_coding,uncharacterized protein
FGSG_01514,NC_026474.1,4998527,4999431,-,protein_coding,uncharacterized protein
FGSG_01515,NC_026474.1,5000126,5002252,+,protein_coding,uncharacterized protein
FGSG_01516,NC_026474.1,5002244,5003561,-,protein_coding,60S ribosomal protein L20
FGSG_01517,NC_026474.1,5003874,5004349,-,protein_coding,uncharacterized protein
FGSG_01518,NC_026474.1,5013334,5015061,-,protein_coding,uncharacterized protein
FGSG_20523,NC_026474.1,5016226,5016373,+,tRNA,tRNA-Sec
FGSG_01519,NC_026474.1,5016994,5018802,+,protein_coding,COP9 signalosome complex subunit 12
FGSG_01520,NC_026474.1,5019951,5020963,-,protein_coding,uncharacterized protein
FGSG_01521,NC_026474.1,5022452,5023497,-,protein_coding,uncharacterized protein
FGSG_01522,NC_026474.1,5024440,5025687,+,protein_coding,phosphatase 1 regulatory subunit SDS22
FGSG_01523,NC_026474.1,5025956,5027818,-,protein_coding,NAD(P)H-dependent D-xylose reductase
FGSG_11962,NC_026474.1,5029959,5030875,+,protein_coding,uncharacterized protein
FGSG_11963,NC_026474.1,5031271,5032419,+,protein_coding,uncharacterized protein
FGSG_01525,NC_026474.1,5032617,5033792,-,protein_coding,uncharacterized protein
FGSG_01526,NC_026474.1,5034724,5037423,-,protein_coding,uncharacterized protein
FGSG_01527,NC_026474.1,5041234,5042799,+,protein_coding,uncharacterized protein
FGSG_01528,NC_026474.1,5043914,5045308,+,protein_coding,uncharacterized protein
FGSG_01529,NC_026474.1,5045798,5046436,-,protein_coding,uncharacterized protein
FGSG_01530,NC_026474.1,5046654,5050926,-,protein_coding,uncharacterized protein
FGSG_20524,NC_026474.1,5051671,5051768,+,tRNA,tRNA-Ser
FGSG_20525,NC_026474.1,5052244,5052342,+,tRNA,tRNA-Ser
FGSG_01531,NC_026474.1,5054417,5055623,+,protein_coding,uncharacterized protein
FGSG_01532,NC_026474.1,5056783,5058273,+,protein_coding,uncharacterized protein
FGSG_01533,NC_026474.1,5058807,5061149,-,protein_coding,uncharacterized protein
FGSG_01534,NC_026474.1,5063091,5064054,+,protein_coding,uncharacterized protein
FGSG_01535,NC_026474.1,5064351,5066786,-,protein_coding,dolichyl-phosphate-mannose-protein mannosyltransferase 2
FGSG_20526,NC_026474.1,5067426,5067497,+,tRNA,tRNA-Arg
FGSG_01536,NC_026474.1,5068865,5070774,+,protein_coding,uncharacterized protein
FGSG_01537,NC_026474.1,5071036,5071571,-,protein_coding,uncharacterized protein
FGSG_01538,NC_026474.1,5071945,5072776,-,protein_coding,uncharacterized protein
FGSG_01539,NC_026474.1,5073274,5076409,+,protein_coding,uncharacterized protein
FGSG_01540,NC_026474.1,5076773,5077501,+,protein_coding,uncharacterized protein
FGSG_01541,NC_026474.1,5077861,5078859,+,protein_coding,uncharacterized protein
FGSG_01542,NC_026474.1,5079060,5079766,-,protein_coding,uncharacterized protein
FGSG_01543,NC_026474.1,5080090,5080864,+,protein_coding,uncharacterized protein
FGSG_01544,NC_026474.1,5081019,5085128,-,protein_coding,ankyrin repeat protein nuc-2
FGSG_11964,NC_026474.1,5088454,5088874,-,protein_coding,uncharacterized protein
FGSG_01545,NC_026474.1,5090643,5092262,+,protein_coding,uncharacterized protein
FGSG_01546,NC_026474.1,5094100,5094788,-,protein_coding,uncharacterized protein
FGSG_01547,NC_026474.1,5095285,5097510,+,protein_coding,uncharacterized protein
FGSG_01548,NC_026474.1,5101221,5102585,+,protein_coding,uncharacterized protein
FGSG_01549,NC_026474.1,5103685,5104977,-,protein_coding,uncharacterized protein
FGSG_01550,NC_026474.1,5107601,5108131,-,protein_coding,uncharacterized protein
FGSG_01551,NC_026474.1,5108448,5110597,+,protein_coding,uncharacterized protein
FGSG_01552,NC_026474.1,5110757,5111821,-,protein_coding,uncharacterized protein
FGSG_01553,NC_026474.1,5112075,5115867,+,protein_coding,uncharacterized protein
FGSG_01554,NC_026474.1,5116290,5118927,-,protein_coding,uncharacterized protein
FGSG_11965,NC_026474.1,5121679,5122284,-,protein_coding,uncharacterized protein
FGSG_01555,NC_026474.1,5122282,5124576,+,protein_coding,uncharacterized protein
FGSG_01556,NC_026474.1,5125037,5126933,+,protein_coding,uncharacterized protein
FGSG_01557,NC_026474.1,5127053,5129127,-,protein_coding,uncharacterized protein
FGSG_01558,NC_026474.1,5132262,5137009,+,protein_coding,uncharacterized protein
FGSG_01559,NC_026474.1,5138051,5139034,+,protein_coding,uncharacterized protein
FGSG_01560,NC_026474.1,5139802,5141286,+,protein_coding,uncharacterized protein
FGSG_01561,NC_026474.1,5142185,5146393,+,protein_coding,xanthine dehydrogenase
FGSG_01562,NC_026474.1,5148487,5151211,+,protein_coding,uncharacterized protein
FGSG_01563,NC_026474.1,5151509,5154876,+,protein_coding,uncharacterized protein
FGSG_01564,NC_026474.1,5155153,5157696,-,protein_coding,uncharacterized protein
FGSG_01565,NC_026474.1,5159567,5160194,-,protein_coding,uncharacterized protein
FGSG_01566,NC_026474.1,5160570,5161311,-,protein_coding,uncharacterized protein
FGSG_01567,NC_026474.1,5165354,5166415,+,protein_coding,uncharacterized protein
FGSG_11966,NC_026474.1,5166761,5170288,-,protein_coding,uncharacterized protein
FGSG_11967,NC_026474.1,5170927,5172869,-,protein_coding,uncharacterized protein
FGSG_01569,NC_026474.1,5175594,5178556,+,protein_coding,uncharacterized protein
FGSG_01570,NC_026474.1,5179706,5181093,+,protein_coding,cutinase precursor
FGSG_20527,NC_026474.1,5181742,5181827,+,tRNA,tRNA-Ala
FGSG_01571,NC_026474.1,5183026,5185335,+,protein_coding,uncharacterized protein
FGSG_01572,NC_026474.1,5187606,5190222,+,protein_coding,glutamate decarboxylase 1
FGSG_01573,NC_026474.1,5190487,5191892,-,protein_coding,acetylornithine aminotransferase
FGSG_01574,NC_026474.1,5192590,5193825,-,protein_coding,uncharacterized protein
FGSG_11968,NC_026474.1,5194706,5195413,-,protein_coding,uncharacterized protein
FGSG_11969,NC_026474.1,5196209,5197857,-,protein_coding,uncharacterized protein
FGSG_11970,NC_026474.1,5198485,5200115,-,protein_coding,uncharacterized protein
FGSG_01575,NC_026474.1,5200572,5202364,+,protein_coding,uncharacterized protein
FGSG_01576,NC_026474.1,5209950,5211094,+,protein_coding,uncharacterized protein
FGSG_01577,NC_026474.1,5216038,5218360,+,protein_coding,uncharacterized protein
FGSG_01578,NC_026474.1,5221061,5222758,+,protein_coding,uncharacterized protein
FGSG_01579,NC_026474.1,5223452,5223972,-,protein_coding,uncharacterized protein
FGSG_01580,NC_026474.1,5226134,5227282,+,protein_coding,uncharacterized protein
FGSG_20528,NC_026474.1,5227854,5227935,-,tRNA,tRNA-Ser
FGSG_01581,NC_026474.1,5228111,5229715,-,protein_coding,uncharacterized protein
FGSG_01582,NC_026474.1,5230668,5234700,+,protein_coding,uncharacterized protein
FGSG_01583,NC_026474.1,5237082,5238794,+,protein_coding,uncharacterized protein
FGSG_01584,NC_026474.1,5239309,5241245,+,protein_coding,uncharacterized protein
FGSG_01585,NC_026474.1,5244743,5245447,-,protein_coding,uncharacterized protein
FGSG_01586,NC_026474.1,5248733,5249873,+,protein_coding,uncharacterized protein
FGSG_01587,NC_026474.1,5250232,5252443,-,protein_coding,uncharacterized protein
FGSG_11971,NC_026474.1,5253716,5254101,+,protein_coding,uncharacterized protein
FGSG_01588,NC_026474.1,5254968,5257142,-,protein_coding,uncharacterized protein
FGSG_01589,NC_026474.1,5264459,5270722,+,protein_coding,uncharacterized protein
FGSG_01590,NC_026474.1,5270932,5272350,-,protein_coding,uncharacterized protein
FGSG_01591,NC_026474.1,5274633,5275845,+,protein_coding,phosphate carrier protein
FGSG_11972,NC_026474.1,5277473,5277926,-,protein_coding,uncharacterized protein
FGSG_01592,NC_026474.1,5278556,5280932,+,protein_coding,uncharacterized protein
FGSG_01593,NC_026474.1,5282025,5283570,+,protein_coding,uncharacterized protein
FGSG_11973,NC_026474.1,5283950,5285725,-,protein_coding,phosphate-repressible phosphate permease
FGSG_01594,NC_026474.1,5288891,5289632,+,protein_coding,uncharacterized protein
FGSG_01595,NC_026474.1,5289753,5290778,+,protein_coding,uncharacterized protein
FGSG_01596,NC_026474.1,5291267,5292664,-,protein_coding,uncharacterized protein
FGSG_01597,NC_026474.1,5293671,5295274,-,protein_coding,uncharacterized protein
FGSG_01598,NC_026474.1,5296481,5299923,+,protein_coding,uncharacterized protein
FGSG_20529,NC_026474.1,5300617,5300695,+,tRNA,tRNA-Gly
FGSG_20530,NC_026474.1,5300741,5300822,+,tRNA,tRNA-Gly
FGSG_01599,NC_026474.1,5301406,5305668,-,protein_coding,uncharacterized protein
FGSG_11974,NC_026474.1,5308776,5310829,+,protein_coding,uncharacterized protein
FGSG_11975,NC_026474.1,5311243,5312252,+,protein_coding,uncharacterized protein
FGSG_11976,NC_026474.1,5312117,5314122,-,protein_coding,uncharacterized protein
FGSG_11977,NC_026474.1,5314507,5315466,-,protein_coding,ARP2/3 complex 21 kDa subunit
FGSG_01602,NC_026474.1,5316482,5317831,+,protein_coding,uncharacterized protein
FGSG_01603,NC_026474.1,5319892,5321658,+,protein_coding,uncharacterized protein
FGSG_20531,NC_026474.1,5322136,5322226,-,tRNA,tRNA-Pro
FGSG_01604,NC_026474.1,5322702,5326204,-,protein_coding,uncharacterized protein
FGSG_11978,NC_026474.1,5327122,5330169,-,protein_coding,uncharacterized protein
FGSG_11979,NC_026474.1,5331891,5335392,-,protein_coding,uncharacterized protein
FGSG_01605,NC_026474.1,5341915,5343477,-,protein_coding,26S protease regulatory subunit 8
FGSG_01606,NC_026474.1,5344913,5348653,+,protein_coding,uncharacterized protein
FGSG_01607,NC_026474.1,5349045,5350172,-,protein_coding,pectin lyase B precursor
FGSG_01608,NC_026474.1,5351884,5352996,+,protein_coding,uncharacterized protein
FGSG_01609,NC_026474.1,5353919,5355425,+,protein_coding,uncharacterized protein
FGSG_01610,NC_026474.1,5356261,5357771,+,protein_coding,uncharacterized protein
FGSG_01611,NC_026474.1,5359373,5360245,-,protein_coding,uncharacterized protein
FGSG_01612,NC_026474.1,5360648,5363915,-,protein_coding,uncharacterized protein
FGSG_01613,NC_026474.1,5364257,5365947,-,protein_coding,uncharacterized protein
FGSG_01614,NC_026474.1,5366427,5369096,+,protein_coding,uncharacterized protein
FGSG_01615,NC_026474.1,5369423,5370769,-,protein_coding,uncharacterized protein
FGSG_20532,NC_026474.1,5372136,5372207,-,tRNA,tRNA-Asp
FGSG_01616,NC_026474.1,5372720,5373838,+,protein_coding,uncharacterized protein
FGSG_01617,NC_026474.1,5373843,5374288,-,protein_coding,uncharacterized protein
FGSG_20533,NC_026474.1,5375649,5375720,+,tRNA,tRNA-Asp
FGSG_11980,NC_026474.1,5376171,5377093,-,protein_coding,uncharacterized protein
FGSG_11981,NC_026474.1,5377103,5377879,-,protein_coding,uncharacterized protein
FGSG_01618,NC_026474.1,5379557,5380628,-,protein_coding,uncharacterized protein
FGSG_01619,NC_026474.1,5381329,5383824,-,protein_coding,uncharacterized protein
FGSG_01620,NC_026474.1,5384999,5386313,-,protein_coding,uncharacterized protein
FGSG_01621,NC_026474.1,5387124,5388227,-,protein_coding,endoglucanase 3 precursor
FGSG_01622,NC_026474.1,5389229,5389585,+,protein_coding,ribosomal protein S19
FGSG_01623,NC_026474.1,5389781,5390554,-,protein_coding,transcription initiation factor TFIID subunit 10
FGSG_01624,NC_026474.1,5390720,5392114,-,protein_coding,ER lumen protein retaining receptor 1
FGSG_01626,NC_026474.1,5396882,5397682,+,protein_coding,uncharacterized protein
FGSG_01627,NC_026474.1,5398246,5399115,-,protein_coding,histone H2A.Z
FGSG_01628,NC_026474.1,5399274,5399699,-,protein_coding,uncharacterized protein
FGSG_01629,NC_026474.1,5407489,5409452,+,protein_coding,uncharacterized protein
FGSG_01630,NC_026474.1,5410912,5412164,+,protein_coding,uncharacterized protein
FGSG_01631,NC_026474.1,5412312,5413447,-,protein_coding,uncharacterized protein
FGSG_20534,NC_026474.1,5414490,5414561,-,tRNA,tRNA-Gln
FGSG_01632,NC_026474.1,5415484,5420753,-,protein_coding,uncharacterized protein
FGSG_01633,NC_026474.1,5423016,5423868,+,protein_coding,uncharacterized protein
FGSG_01634,NC_026474.1,5424073,5427534,-,protein_coding,uncharacterized protein
FGSG_01635,NC_026474.1,5428415,5429575,-,protein_coding,uncharacterized protein
FGSG_01636,NC_026474.1,5431294,5433011,-,protein_coding,uncharacterized protein
FGSG_11982,NC_026474.1,5433747,5434076,+,protein_coding,uncharacterized protein
FGSG_01637,NC_026474.1,5437792,5439682,+,protein_coding,uncharacterized protein
FGSG_01638,NC_026474.1,5441646,5444763,+,protein_coding,uncharacterized protein
FGSG_01639,NC_026474.1,5445258,5446082,-,protein_coding,uncharacterized protein
FGSG_01640,NC_026474.1,5446596,5448129,+,protein_coding,"alpha-1,3-mannosyltransferase alg-2"
FGSG_01641,NC_026474.1,5449025,5452854,-,protein_coding,uncharacterized protein
FGSG_01642,NC_026474.1,5462484,5463734,-,protein_coding,uncharacterized protein
FGSG_01643,NC_026474.1,5464611,5466122,+,protein_coding,chorismate synthase
FGSG_01644,NC_026474.1,5466575,5469718,-,protein_coding,uncharacterized protein
FGSG_01645,NC_026474.1,5471519,5476924,-,protein_coding,uncharacterized protein
FGSG_01646,NC_026474.1,5478976,5480823,+,protein_coding,uncharacterized protein
FGSG_01647,NC_026474.1,5487658,5491458,+,protein_coding,uncharacterized protein
FGSG_01648,NC_026474.1,5492381,5494014,+,protein_coding,uncharacterized protein
FGSG_01649,NC_026474.1,5494356,5495615,+,protein_coding,uncharacterized protein
FGSG_01650,NC_026474.1,5496036,5498898,-,protein_coding,PNG1 protein
FGSG_01651,NC_026474.1,5499173,5500373,+,protein_coding,uncharacterized protein
FGSG_01652,NC_026474.1,5501055,5501940,+,protein_coding,uncharacterized protein
FGSG_01653,NC_026474.1,5502011,5502906,-,protein_coding,uncharacterized protein
