XM_011317260.1	FGSG_11579
XM_011320941.1	FGSG_10285
XM_011320942.1	FGSG_10286
XM_011320943.1	FGSG_13735
XM_011320944.1	FGSG_10287
XM_011320945.1	FGSG_10288
XM_011320946.1	FGSG_10289
XM_011320947.1	FGSG_10290
XM_011320948.1	FGSG_10291
XM_011320949.1	FGSG_10292
XM_011320950.1	FGSG_10293
XM_011320951.1	FGSG_10294
XM_011320952.1	FGSG_10295
XM_011320953.1	FGSG_10296
XM_011320954.1	FGSG_10297
XM_011320955.1	FGSG_13736
XM_011320956.1	FGSG_13737
XM_011320957.1	FGSG_10299
XM_011320958.1	FGSG_10300
XM_011320959.1	FGSG_10301
XM_011320960.1	FGSG_10302
XM_011320961.1	FGSG_10303
XM_011320962.1	FGSG_10304
XM_011320963.1	FGSG_10305
XM_011320964.1	FGSG_10306
XM_011320965.1	FGSG_10307
XM_011320966.1	FGSG_10308
XM_011320967.1	FGSG_10309
XM_011320968.1	FGSG_10310
XM_011320969.1	FGSG_10311
XM_011320970.1	FGSG_10312
XM_011320971.1	FGSG_10313
XM_011320972.1	FGSG_10314
XM_011320973.1	FGSG_10315
XM_011320974.1	FGSG_10316
XM_011320975.1	FGSG_10317
XM_011320976.1	FGSG_10318
XM_011320977.1	FGSG_10319
XM_011320978.1	FGSG_10320
XM_011320979.1	FGSG_10321
XM_011320980.1	FGSG_10322
XM_011320981.1	FGSG_10323
XM_011320982.1	FGSG_10324
XM_011320983.1	FGSG_10325
unassigned_transcript_64	FGSG_20748
XM_011320984.1	FGSG_10326
XM_011320985.1	FGSG_10327
XM_011320986.1	FGSG_13738
XM_011320987.1	FGSG_10328
XM_011320988.1	FGSG_13739
XM_011320989.1	FGSG_13740
XM_011320990.1	FGSG_10330
XM_011320991.1	FGSG_10331
XM_011320992.1	FGSG_10332
XM_011320993.1	FGSG_10333
XM_011320994.1	FGSG_13741
XM_011320995.1	FGSG_13742
XM_011320996.1	FGSG_13743
XM_011320997.1	FGSG_10335
XM_011320998.1	FGSG_10336
XM_011320999.1	FGSG_10337
XM_011321000.1	FGSG_10338
XM_011321001.1	FGSG_10339
XM_011321002.1	FGSG_10340
XM_011321003.1	FGSG_10341
XM_011321004.1	FGSG_10342
XM_011321005.1	FGSG_10343
XM_011321006.1	FGSG_10344
XM_011321007.1	FGSG_13744
XM_011321008.1	FGSG_13745
XM_011321009.1	FGSG_10345
XM_011321010.1	FGSG_10346
XM_011321011.1	FGSG_10347
XM_011321012.1	FGSG_10348
XM_011321013.1	FGSG_10349
XM_011321014.1	FGSG_10350
XM_011321015.1	FGSG_13746
XM_011321016.1	FGSG_10351
XM_011321017.1	FGSG_10352
XM_011321018.1	FGSG_10353
XM_011321019.1	FGSG_10354
XM_011321020.1	FGSG_10355
XM_011321021.1	FGSG_10356
XM_011321022.1	FGSG_10357
XM_011321023.1	FGSG_13747
XM_011321024.1	FGSG_13748
XM_011321025.1	FGSG_10358
XM_011321026.1	FGSG_10359
XM_011321027.1	FGSG_10360
XM_011321028.1	FGSG_10361
XM_011321029.1	FGSG_10362
XM_011321030.1	FGSG_10363
XM_011321031.1	FGSG_10364
XM_011321032.1	FGSG_10365
XM_011321033.1	FGSG_10366
XM_011321034.1	FGSG_10367
XM_011321035.1	FGSG_10368
XM_011321036.1	FGSG_10369
XM_011321037.1	FGSG_10370
XM_011321038.1	FGSG_10371
XM_011321039.1	FGSG_10372
XM_011321040.1	FGSG_10373
XM_011321041.1	FGSG_10374
XM_011321042.1	FGSG_10375
XM_011321043.1	FGSG_10376
XM_011321044.1	FGSG_10377
XM_011321045.1	FGSG_10378
XM_011321046.1	FGSG_10379
XM_011321047.1	FGSG_10380
unassigned_transcript_65	FGSG_20749
XM_011321048.1	FGSG_10381
unassigned_transcript_66	FGSG_20750
XM_011321049.1	FGSG_10382
unassigned_transcript_67	FGSG_20751
XM_011321050.1	FGSG_10383
XM_011321051.1	FGSG_13749
XM_011321052.1	FGSG_10384
XM_011321053.1	FGSG_10385
XM_011321054.1	FGSG_10386
XM_011321055.1	FGSG_10387
XM_011321056.1	FGSG_10388
XM_011321057.1	FGSG_10389
XM_011321058.1	FGSG_10390
XM_011321059.1	FGSG_10391
XM_011321060.1	FGSG_10392
XM_011321061.1	FGSG_10393
XM_011321062.1	FGSG_10394
XM_011321063.1	FGSG_10395
XM_011321064.1	FGSG_10396
XM_011321065.1	FGSG_10397
XM_011321066.1	FGSG_10398
XM_011321067.1	FGSG_10399
XM_011321068.1	FGSG_10400
XM_011321069.1	FGSG_10401
XM_011321070.1	FGSG_10402
XM_011321071.1	FGSG_10403
XM_011321072.1	FGSG_10404
XM_011321073.1	FGSG_10405
XM_011321074.1	FGSG_10406
XM_011321075.1	FGSG_13750
XM_011321076.1	FGSG_13751
XM_011321077.1	FGSG_13752
XM_011321078.1	FGSG_13753
XM_011321079.1	FGSG_10407
XM_011321080.1	FGSG_10408
XM_011321081.1	FGSG_13754
XM_011321082.1	FGSG_10410
XM_011321083.1	FGSG_10411
XM_011321084.1	FGSG_10412
XM_011321085.1	FGSG_10413
unassigned_transcript_68	FGSG_20752
XM_011321086.1	FGSG_10414
XM_011321087.1	FGSG_10415
XM_011321088.1	FGSG_10416
XM_011321089.1	FGSG_10417
XM_011321090.1	FGSG_10418
XM_011321091.1	FGSG_10419
XM_011321092.1	FGSG_10420
XM_011321093.1	FGSG_10421
XM_011321094.1	FGSG_10422
XM_011321095.1	FGSG_10423
XM_011321096.1	FGSG_10424
XM_011321097.1	FGSG_10425
XM_011321098.1	FGSG_10426
XM_011321099.1	FGSG_13755
XM_011321100.1	FGSG_13756
XM_011321101.1	FGSG_10428
XM_011321102.1	FGSG_13757
XM_011321103.1	FGSG_10429
XM_011321104.1	FGSG_10430
XM_011321105.1	FGSG_10431
XM_011321106.1	FGSG_10432
XM_011321107.1	FGSG_10433
XM_011321108.1	FGSG_10434
XM_011321109.1	FGSG_10435
XM_011321110.1	FGSG_10436
XM_011321111.1	FGSG_10437
XM_011321112.1	FGSG_10438
XM_011321113.1	FGSG_13758
XM_011321114.1	FGSG_13759
XM_011321115.1	FGSG_10440
XM_011321116.1	FGSG_10441
XM_011321117.1	FGSG_10442
XM_011321118.1	FGSG_10443
XM_011321119.1	FGSG_10444
XM_011321120.1	FGSG_10445
XM_011321121.1	FGSG_10446
XM_011321122.1	FGSG_10447
XM_011321123.1	FGSG_10448
XM_011321124.1	FGSG_10449
XM_011321125.1	FGSG_13760
XM_011321126.1	FGSG_10450
XM_011321127.1	FGSG_10451
XM_011321128.1	FGSG_13761
XM_011321129.1	FGSG_13762
XM_011321130.1	FGSG_10453
XM_011321131.1	FGSG_10454
XM_011321132.1	FGSG_10455
XM_011321133.1	FGSG_10456
XM_011321134.1	FGSG_10457
XM_011321135.1	FGSG_10458
XM_011321136.1	FGSG_10459
XM_011321137.1	FGSG_10460
XM_011321138.1	FGSG_10461
XM_011321139.1	FGSG_10462
XM_011321140.1	FGSG_10463
XM_011321141.1	FGSG_10464
XM_011321142.1	FGSG_10465
XM_011321143.1	FGSG_10466
XM_011321144.1	FGSG_10467
XM_011321145.1	FGSG_10468
XM_011321146.1	FGSG_10469
XM_011321147.1	FGSG_10470
XM_011321148.1	FGSG_10471
XM_011321149.1	FGSG_10472
XM_011321150.1	FGSG_10473
XM_011321151.1	FGSG_13763
XM_011321152.1	FGSG_10474
XM_011321153.1	FGSG_10475
XM_011321154.1	FGSG_10476
XM_011321155.1	FGSG_13764
XM_011321156.1	FGSG_10477
XM_011321157.1	FGSG_10478
XM_011321158.1	FGSG_13765
XM_011321159.1	FGSG_13766
XM_011321160.1	FGSG_13767
XM_011321161.1	FGSG_10480
XM_011321162.1	FGSG_10481
XM_011321163.1	FGSG_10482
XM_011321164.1	FGSG_10483
XM_011321165.1	FGSG_13768
XM_011321166.1	FGSG_13769
XM_011321167.1	FGSG_13770
XM_011321168.1	FGSG_10485
XM_011321169.1	FGSG_13771
XM_011321170.1	FGSG_10486
XM_011321171.1	FGSG_10487
XM_011321172.1	FGSG_10488
XM_011321173.1	FGSG_10489
XM_011321174.1	FGSG_13772
XM_011321175.1	FGSG_10490
XM_011321176.1	FGSG_10491
XM_011321177.1	FGSG_13773
XM_011321178.1	FGSG_10492
XM_011321179.1	FGSG_10493
XM_011321180.1	FGSG_10494
XM_011321181.1	FGSG_10495
XM_011321182.1	FGSG_10496
XM_011321183.1	FGSG_10497
XM_011321184.1	FGSG_10498
XM_011321185.1	FGSG_13774
XM_011321186.1	FGSG_10499
XM_011321187.1	FGSG_10500
XM_011321188.1	FGSG_13775
XM_011321189.1	FGSG_10501
XM_011321190.1	FGSG_10502
XM_011321191.1	FGSG_10503
XM_011321192.1	FGSG_13776
XM_011321193.1	FGSG_13777
XM_011321194.1	FGSG_10504
XM_011321195.1	FGSG_10505
XM_011321196.1	FGSG_10506
XM_011321197.1	FGSG_10507
XM_011321198.1	FGSG_10508
XM_011321199.1	FGSG_10509
XM_011321200.1	FGSG_10510
XM_011321201.1	FGSG_10511
XM_011321202.1	FGSG_10512
unassigned_transcript_69	FGSG_20753
XM_011321203.1	FGSG_10513
XM_011321204.1	FGSG_10514
XM_011321205.1	FGSG_10515
XM_011321206.1	FGSG_13778
XM_011321207.1	FGSG_10516
XM_011321208.1	FGSG_10517
XM_011321209.1	FGSG_10518
XM_011321210.1	FGSG_10519
XM_011321211.1	FGSG_10520
XM_011321212.1	FGSG_10521
XM_011321213.1	FGSG_10522
XM_011321214.1	FGSG_10523
XM_011321215.1	FGSG_10524
XM_011321216.1	FGSG_13779
XM_011321217.1	FGSG_10525
XM_011321218.1	FGSG_10526
XM_011321219.1	FGSG_10527
XM_011321220.1	FGSG_10528
XM_011321221.1	FGSG_10529
XM_011321222.1	FGSG_10530
XM_011321223.1	FGSG_10531
XM_011321224.1	FGSG_10532
unassigned_transcript_70	FGSG_20754
XM_011321225.1	FGSG_10533
XM_011321226.1	FGSG_10534
XM_011321227.1	FGSG_10535
XM_011321228.1	FGSG_10536
XM_011321229.1	FGSG_10537
XM_011321230.1	FGSG_10538
XM_011321231.1	FGSG_10539
XM_011321232.1	FGSG_10540
XM_011321233.1	FGSG_13780
XM_011321234.1	FGSG_13781
XM_011321235.1	FGSG_10541
XM_011321236.1	FGSG_10542
XM_011321237.1	FGSG_13782
XM_011321238.1	FGSG_10543
XM_011321240.1	FGSG_13783
XM_011321239.1	FGSG_13784
XM_011321241.1	FGSG_10545
XM_011321242.1	FGSG_10546
XM_011321243.1	FGSG_10547
XM_011321244.1	FGSG_10548
XM_011321245.1	FGSG_10549
XM_011321246.1	FGSG_10550
XM_011321247.1	FGSG_10551
XM_011321248.1	FGSG_10552
XM_011321249.1	FGSG_10553
XM_011321250.1	FGSG_10554
XM_011321251.1	FGSG_10555
XM_011321252.1	FGSG_10556
XM_011321253.1	FGSG_10557
XM_011321254.1	FGSG_10558
XM_011321255.1	FGSG_10559
XM_011321256.1	FGSG_10560
XM_011321257.1	FGSG_10561
XM_011321258.1	FGSG_10562
XM_011321259.1	FGSG_10563
XM_011321260.1	FGSG_10564
XM_011321261.1	FGSG_10565
XM_011321262.1	FGSG_10566
XM_011321263.1	FGSG_10567
XM_011321264.1	FGSG_10568
XM_011321265.1	FGSG_10569
XM_011321266.1	FGSG_10570
XM_011321267.1	FGSG_10571
XM_011321268.1	FGSG_10572
XM_011321269.1	FGSG_10573
XM_011321270.1	FGSG_13787
XM_011321271.1	FGSG_13788
XM_011321272.1	FGSG_10575
XM_011321273.1	FGSG_10576
XM_011321274.1	FGSG_10577
XM_011321275.1	FGSG_10578
XM_011321276.1	FGSG_10579
XM_011321277.1	FGSG_10580
XM_011321278.1	FGSG_10581
XM_011321279.1	FGSG_13789
XM_011321280.1	FGSG_13790
XM_011321281.1	FGSG_10582
XM_011321282.1	FGSG_10583
XM_011321283.1	FGSG_10584
XM_011321284.1	FGSG_10585
XM_011321285.1	FGSG_13791
XM_011321286.1	FGSG_13792
XM_011321287.1	FGSG_13793
XM_011321288.1	FGSG_10587
XM_011321289.1	FGSG_10588
XM_011321290.1	FGSG_10589
XM_011321291.1	FGSG_10591
XM_011321292.1	FGSG_10592
XM_011321293.1	FGSG_10593
XM_011321294.1	FGSG_10594
XM_011321295.1	FGSG_10595
XM_011321296.1	FGSG_10596
XM_011321297.1	FGSG_10597
XM_011321298.1	FGSG_13794
XM_011321299.1	FGSG_10598
XM_011321300.1	FGSG_10599
XM_011321301.1	FGSG_10600
XM_011321302.1	FGSG_10601
XM_011321303.1	FGSG_10602
XM_011321304.1	FGSG_10603
XM_011321305.1	FGSG_13795
XR_892997.1	FGSG_20065
XM_011321306.1	FGSG_10604
XM_011321307.1	FGSG_10605
XM_011321308.1	FGSG_10606
XM_011321309.1	FGSG_10607
XM_011321310.1	FGSG_10608
XM_011321311.1	FGSG_10609
XM_011321312.1	FGSG_13796
XM_011321313.1	FGSG_13797
XM_011321314.1	FGSG_10611
XM_011321315.1	FGSG_10612
XM_011321316.1	FGSG_10613
XM_011321317.1	FGSG_10614
XM_011321318.1	FGSG_10615
XM_011321319.1	FGSG_10616
XM_011321320.1	FGSG_10617
XM_011321321.1	FGSG_10618
XM_011321322.1	FGSG_10619
XM_011321323.1	FGSG_10620
XM_011321324.1	FGSG_10621
XM_011321325.1	FGSG_10622
XM_011321326.1	FGSG_10623
XM_011321327.1	FGSG_10624
XM_011321328.1	FGSG_10625
XM_011321329.1	FGSG_10626
XM_011321330.1	FGSG_10627
XM_011321331.1	FGSG_10628
XM_011321332.1	FGSG_13798
XM_011321333.1	FGSG_10629
XM_011321334.1	FGSG_10630
XM_011321335.1	FGSG_10631
XM_011321336.1	FGSG_10632
XM_011321337.1	FGSG_10633
XM_011321338.1	FGSG_10634
XM_011321339.1	FGSG_10635
XM_011321340.1	FGSG_10636
XM_011321341.1	FGSG_13799
XM_011321342.1	FGSG_13800
XM_011321343.1	FGSG_10638
XM_011321344.1	FGSG_10639
XM_011321345.1	FGSG_10641
XM_011321346.1	FGSG_10642
XM_011321347.1	FGSG_10643
XM_011321348.1	FGSG_10644
XM_011321349.1	FGSG_13801
XM_011321350.1	FGSG_13802
XM_011321351.1	FGSG_10646
XM_011321352.1	FGSG_10647
XM_011321353.1	FGSG_10648
XM_011321354.1	FGSG_10649
XM_011321355.1	FGSG_13803
XM_011321356.1	FGSG_10651
XM_011321357.1	FGSG_10652
XM_011321358.1	FGSG_10653
XM_011321359.1	FGSG_13804
XM_011321360.1	FGSG_10654
XM_011321361.1	FGSG_10655
XM_011321362.1	FGSG_10656
XM_011321363.1	FGSG_10657
XM_011321364.1	FGSG_10658
XM_011321365.1	FGSG_10659
XM_011321366.1	FGSG_10660
XM_011321367.1	FGSG_10661
XM_011321368.1	FGSG_13805
XM_011321369.1	FGSG_13806
XM_011321370.1	FGSG_10663
XM_011321371.1	FGSG_10664
XM_011321372.1	FGSG_10665
XM_011321373.1	FGSG_10666
XM_011321374.1	FGSG_10667
XM_011321375.1	FGSG_10668
XM_011321376.1	FGSG_10669
XM_011321377.1	FGSG_10670
XM_011321378.1	FGSG_10671
XM_011321379.1	FGSG_10672
XM_011321380.1	FGSG_10673
XM_011321381.1	FGSG_10674
XM_011321382.1	FGSG_10675
XM_011321383.1	FGSG_10676
XM_011321384.1	FGSG_10677
XM_011321385.1	FGSG_10678
XM_011321386.1	FGSG_10679
XM_011321387.1	FGSG_10680
XM_011321388.1	FGSG_13807
XM_011321389.1	FGSG_13808
XM_011321390.1	FGSG_10682
XM_011321391.1	FGSG_10683
XM_011321392.1	FGSG_10684
XM_011321393.1	FGSG_10685
XM_011321394.1	FGSG_10686
XM_011321395.1	FGSG_10687
XM_011321396.1	FGSG_10688
XM_011321397.1	FGSG_10689
XM_011321398.1	FGSG_10690
XM_011321399.1	FGSG_10691
XM_011321400.1	FGSG_10692
XM_011321401.1	FGSG_10693
XM_011321402.1	FGSG_10694
XM_011321403.1	FGSG_10695
XM_011321404.1	FGSG_10696
XM_011321405.1	FGSG_10697
XM_011321406.1	FGSG_10698
XM_011321407.1	FGSG_13809
XM_011321408.1	FGSG_13810
XM_011321409.1	FGSG_10700
XM_011321410.1	FGSG_10701
XM_011321411.1	FGSG_10702
XM_011321412.1	FGSG_13812
XM_011321413.1	FGSG_13813
XM_011321414.1	FGSG_13814
XM_011321415.1	FGSG_10706
XM_011321416.1	FGSG_10707
XM_011321417.1	FGSG_13815
XM_011321418.1	FGSG_10708
XM_011321419.1	FGSG_13816
XM_011321420.1	FGSG_10709
XM_011321421.1	FGSG_10710
XM_011321422.1	FGSG_10711
XM_011321423.1	FGSG_10712
XM_011321424.1	FGSG_10713
XM_011321425.1	FGSG_13817
XM_011321426.1	FGSG_13818
XM_011321427.1	FGSG_13819
XM_011321428.1	FGSG_10714
XM_011321429.1	FGSG_10715
XM_011321430.1	FGSG_13820
XM_011321431.1	FGSG_13821
XM_011321432.1	FGSG_13822
XM_011321433.1	FGSG_14031
XM_011321434.1	FGSG_13260
XM_011321435.1	FGSG_11592
XR_892998.1	FGSG_20044
XM_011321436.1	FGSG_13261
XM_011321437.1	FGSG_11590
XM_011321438.1	FGSG_11610
XM_011321439.1	FGSG_11609
XM_011321440.1	FGSG_11616
XM_011321441.1	FGSG_11615
XM_011321442.1	FGSG_08950
XM_011321443.1	FGSG_08949
XM_011321444.1	FGSG_08948
XM_011321445.1	FGSG_08947
XM_011321446.1	FGSG_08946
XM_011321447.1	FGSG_08945
unassigned_transcript_71	FGSG_20692
XM_011321448.1	FGSG_08944
XM_011321449.1	FGSG_08943
XM_011321450.1	FGSG_08942
XM_011321451.1	FGSG_08941
XM_011321452.1	FGSG_08940
XM_011321453.1	FGSG_08939
XM_011321454.1	FGSG_13262
XM_011321455.1	FGSG_13263
XM_011321456.1	FGSG_08937
XM_011321457.1	FGSG_08936
XM_011321458.1	FGSG_08935
XM_011321459.1	FGSG_08934
XM_011321460.1	FGSG_08933
XM_011321461.1	FGSG_08932
XM_011321462.1	FGSG_08931
XM_011321463.1	FGSG_08930
XM_011321464.1	FGSG_08929
XM_011321465.1	FGSG_08928
XM_011321466.1	FGSG_13264
XM_011321467.1	FGSG_08927
XM_011321468.1	FGSG_08926
XM_011321469.1	FGSG_08925
XM_011321470.1	FGSG_13265
XM_011321471.1	FGSG_08924
XM_011321472.1	FGSG_13266
XM_011321473.1	FGSG_13267
XM_011321474.1	FGSG_13268
XM_011321475.1	FGSG_08923
XM_011321476.1	FGSG_08922
XM_011321477.1	FGSG_08921
XM_011321478.1	FGSG_08920
XM_011321479.1	FGSG_08919
XM_011321480.1	FGSG_08918
XM_011321481.1	FGSG_08917
XM_011321482.1	FGSG_13269
XM_011321483.1	FGSG_08916
XM_011321484.1	FGSG_08915
XR_892999.1	FGSG_20045
XM_011321485.1	FGSG_08914
XM_011321486.1	FGSG_13270
XM_011321487.1	FGSG_08913
XM_011321488.1	FGSG_08912
XM_011321489.1	FGSG_08911
XM_011321490.1	FGSG_08910
XM_011321491.1	FGSG_11630
XM_011321492.1	FGSG_11629
XM_011321493.1	FGSG_08909
XM_011321494.1	FGSG_08908
XM_011321495.1	FGSG_08907
XM_011321496.1	FGSG_08906
XM_011321497.1	FGSG_13271
XM_011321498.1	FGSG_08905
XM_011321499.1	FGSG_08904
XM_011321500.1	FGSG_13272
XM_011321501.1	FGSG_08903
XM_011321502.1	FGSG_08902
XM_011321503.1	FGSG_08901
XM_011321504.1	FGSG_08900
XM_011321505.1	FGSG_08899
XM_011321506.1	FGSG_08898
XM_011321507.1	FGSG_08897
XM_011321508.1	FGSG_08896
XM_011321509.1	FGSG_08895
XM_011321510.1	FGSG_13273
XM_011321511.1	FGSG_08894
XM_011321512.1	FGSG_08893
XM_011321513.1	FGSG_08892
XM_011321514.1	FGSG_08891
XM_011321515.1	FGSG_08890
XM_011321516.1	FGSG_08889
XM_011321517.1	FGSG_08888
XM_011321518.1	FGSG_08887
XM_011321519.1	FGSG_08886
XM_011321520.1	FGSG_08885
XM_011321521.1	FGSG_08884
XM_011321522.1	FGSG_13274
XM_011321523.1	FGSG_13275
XM_011321524.1	FGSG_08882
XM_011321525.1	FGSG_08881
XM_011321526.1	FGSG_08880
XM_011321527.1	FGSG_08879
XM_011321528.1	FGSG_08878
XM_011321529.1	FGSG_08877
XM_011321530.1	FGSG_08876
XM_011321531.1	FGSG_08875
XM_011321532.1	FGSG_08874
XM_011321533.1	FGSG_08873
XM_011321534.1	FGSG_08872
XM_011321535.1	FGSG_08871
XM_011321536.1	FGSG_13276
XM_011321537.1	FGSG_13277
XM_011321538.1	FGSG_13278
XM_011321539.1	FGSG_08869
XM_011321540.1	FGSG_13279
XM_011321541.1	FGSG_13280
XM_011321542.1	FGSG_13281
XM_011321543.1	FGSG_13282
XM_011321544.1	FGSG_08866
XM_011321545.1	FGSG_08865
XM_011321546.1	FGSG_08864
XM_011321547.1	FGSG_08863
XM_011321548.1	FGSG_08862
XM_011321549.1	FGSG_08861
XM_011321550.1	FGSG_08860
XM_011321551.1	FGSG_08859
XM_011321552.1	FGSG_08858
unassigned_transcript_72	FGSG_20693
XM_011321553.1	FGSG_08857
XM_011321554.1	FGSG_08856
XM_011321555.1	FGSG_08855
XM_011321556.1	FGSG_08854
XM_011321557.1	FGSG_08853
XM_011321558.1	FGSG_08852
XM_011321559.1	FGSG_08851
XM_011321560.1	FGSG_08850
XM_011321561.1	FGSG_08849
XM_011321562.1	FGSG_08848
XM_011321563.1	FGSG_08847
XM_011321564.1	FGSG_08846
XM_011321565.1	FGSG_08845
XM_011321566.1	FGSG_08844
XM_011321567.1	FGSG_08843
XM_011321568.1	FGSG_08842
XM_011321569.1	FGSG_08841
XM_011321570.1	FGSG_08840
XM_011321571.1	FGSG_13283
XM_011321572.1	FGSG_13284
XM_011321573.1	FGSG_08838
XM_011321574.1	FGSG_08837
XM_011321575.1	FGSG_08836
unassigned_transcript_73	FGSG_20694
XM_011321576.1	FGSG_13285
XM_011321577.1	FGSG_08835
XM_011321578.1	FGSG_08834
XM_011321579.1	FGSG_08833
XM_011321580.1	FGSG_08832
XM_011321581.1	FGSG_08831
XM_011321582.1	FGSG_08830
XM_011321583.1	FGSG_08829
XM_011321584.1	FGSG_08828
XM_011321585.1	FGSG_08827
XM_011321586.1	FGSG_08826
XM_011321587.1	FGSG_08825
XM_011321588.1	FGSG_08824
XM_011321589.1	FGSG_08823
XM_011321590.1	FGSG_13286
XM_011321591.1	FGSG_13287
XM_011321592.1	FGSG_13288
XM_011321593.1	FGSG_08821
XM_011321594.1	FGSG_13289
XM_011321595.1	FGSG_08819
XM_011321596.1	FGSG_08818
XM_011321597.1	FGSG_08817
XM_011321598.1	FGSG_08816
XM_011321599.1	FGSG_13290
XM_011321600.1	FGSG_13291
XM_011321601.1	FGSG_13292
XM_011321602.1	FGSG_13293
XM_011321603.1	FGSG_13294
XM_011321604.1	FGSG_08814
XM_011321605.1	FGSG_08813
XM_011321606.1	FGSG_08812
XM_011321607.1	FGSG_08811
unassigned_transcript_74	FGSG_20695
XM_011321608.1	FGSG_08810
XM_011321609.1	FGSG_08809
XM_011321610.1	FGSG_08808
XM_011321611.1	FGSG_08807
XM_011321612.1	FGSG_08806
XM_011321613.1	FGSG_08805
XM_011321614.1	FGSG_08804
XM_011321615.1	FGSG_08803
XM_011321616.1	FGSG_08802
XM_011321617.1	FGSG_08801
XM_011321618.1	FGSG_08800
XM_011321619.1	FGSG_08799
XM_011321620.1	FGSG_08798
XM_011321621.1	FGSG_08797
XM_011321622.1	FGSG_08796
unassigned_transcript_75	FGSG_20696
unassigned_transcript_76	FGSG_20697
XM_011321623.1	FGSG_08795
XM_011321624.1	FGSG_08794
XM_011321625.1	FGSG_08793
XM_011321626.1	FGSG_08792
XM_011321627.1	FGSG_08791
XM_011321628.1	FGSG_13295
XM_011321629.1	FGSG_08790
XM_011321630.1	FGSG_13296
unassigned_transcript_77	FGSG_20698
XM_011321631.1	FGSG_13297
XM_011321632.1	FGSG_13298
XM_011321633.1	FGSG_08788
XM_011321634.1	FGSG_08787
XM_011321635.1	FGSG_08786
XM_011321636.1	FGSG_08785
XM_011321637.1	FGSG_08784
XM_011321638.1	FGSG_08783
XM_011321639.1	FGSG_08782
XM_011321640.1	FGSG_08781
XM_011321641.1	FGSG_08780
XM_011321642.1	FGSG_08779
XM_011321643.1	FGSG_08778
XM_011321644.1	FGSG_08777
XM_011321645.1	FGSG_08776
XM_011321646.1	FGSG_08775
XM_011321647.1	FGSG_08774
XM_011321648.1	FGSG_08773
XM_011321649.1	FGSG_08772
XM_011321650.1	FGSG_08771
XM_011321651.1	FGSG_08770
XM_011321652.1	FGSG_08769
XM_011321653.1	FGSG_08768
XM_011321654.1	FGSG_08767
XM_011321655.1	FGSG_13299
XM_011321656.1	FGSG_13300
XM_011321657.1	FGSG_08765
XM_011321658.1	FGSG_08764
XM_011321659.1	FGSG_13301
XM_011321660.1	FGSG_08763
XM_011321661.1	FGSG_13302
XM_011321662.1	FGSG_08762
XM_011321663.1	FGSG_08761
XM_011321664.1	FGSG_08760
XM_011321665.1	FGSG_08759
XM_011321666.1	FGSG_08758
XM_011321667.1	FGSG_08757
XM_011321668.1	FGSG_08756
XM_011321669.1	FGSG_08755
XM_011321670.1	FGSG_08754
XM_011321671.1	FGSG_13303
XM_011321672.1	FGSG_08753
XM_011321673.1	FGSG_08752
XM_011321674.1	FGSG_08751
XM_011321675.1	FGSG_08750
XM_011321676.1	FGSG_08749
XM_011321677.1	FGSG_08748
XM_011321678.1	FGSG_08747
XM_011321679.1	FGSG_08746
XM_011321680.1	FGSG_08745
XM_011321681.1	FGSG_08744
XM_011321682.1	FGSG_08743
XM_011321683.1	FGSG_13304
unassigned_transcript_78	FGSG_20699
XM_011321684.1	FGSG_08742
XM_011321685.1	FGSG_08741
XM_011321686.1	FGSG_08740
XM_011321687.1	FGSG_08739
XM_011321688.1	FGSG_08738
XM_011321689.1	FGSG_08737
XM_011321690.1	FGSG_08736
XM_011321691.1	FGSG_08735
XM_011321692.1	FGSG_13305
XM_011321693.1	FGSG_08734
XM_011321694.1	FGSG_13306
XM_011321695.1	FGSG_13307
XM_011321696.1	FGSG_08732
XM_011321697.1	FGSG_13308
XM_011321698.1	FGSG_08731
XM_011321699.1	FGSG_08730
XM_011321700.1	FGSG_08729
XM_011321701.1	FGSG_08728
XM_011321702.1	FGSG_08727
XM_011321703.1	FGSG_08726
XM_011321704.1	FGSG_13309
XM_011321705.1	FGSG_13310
XM_011321706.1	FGSG_08724
XM_011321707.1	FGSG_08723
XM_011321708.1	FGSG_08722
XM_011321709.1	FGSG_08721
XM_011321710.1	FGSG_08720
XM_011321711.1	FGSG_08719
XM_011321712.1	FGSG_08718
XM_011321713.1	FGSG_08717
XM_011321714.1	FGSG_08716
XM_011321715.1	FGSG_08715
XM_011321716.1	FGSG_08714
XM_011321717.1	FGSG_08713
XM_011321718.1	FGSG_08712
XM_011321719.1	FGSG_13311
XM_011321720.1	FGSG_13312
XM_011321721.1	FGSG_08710
XM_011321722.1	FGSG_08709
XM_011321723.1	FGSG_08708
XM_011321724.1	FGSG_08707
XM_011321725.1	FGSG_08706
XM_011321726.1	FGSG_13313
XM_011321727.1	FGSG_08705
XM_011321728.1	FGSG_08704
XM_011321729.1	FGSG_08703
XM_011321730.1	FGSG_08702
XM_011321731.1	FGSG_08701
XM_011321732.1	FGSG_08700
XM_011321733.1	FGSG_08699
XM_011321734.1	FGSG_08698
XM_011321735.1	FGSG_13314
XM_011321736.1	FGSG_13315
XM_011321737.1	FGSG_08697
XM_011321738.1	FGSG_08696
XM_011321739.1	FGSG_13316
XM_011321740.1	FGSG_13317
XM_011321741.1	FGSG_08695
XM_011321742.1	FGSG_08694
